Month,Price (€/m^2),District
2020-01-01,3471,Famagosta
2019-12-01,3322,Famagosta
2019-11-01,3275,Famagosta
2019-10-01,3266,Famagosta
2019-09-01,3271,Famagosta
2019-08-01,3255,Famagosta
2019-07-01,3175,Famagosta
2019-06-01,3137,Famagosta
2019-05-01,3097,Famagosta
2019-04-01,3126,Famagosta
2019-03-01,3092,Famagosta
2019-02-01,3003,Famagosta
2019-01-01,2919,Famagosta
2018-12-01,2883,Famagosta
2018-11-01,2903,Famagosta
2018-10-01,2947,Famagosta
2018-09-01,3043,Famagosta
2018-08-01,3024,Famagosta
2018-07-01,2962,Famagosta
2018-06-01,2921,Famagosta
2018-05-01,2875,Famagosta
2018-04-01,2855,Famagosta
2018-03-01,2844,Famagosta
2018-02-01,2838,Famagosta
2018-01-01,2829,Famagosta
2017-12-01,2840,Famagosta
2017-11-01,2817,Famagosta
2017-10-01,2786,Famagosta
2017-09-01,2723,Famagosta
2017-08-01,2707,Famagosta
2017-07-01,2570,Famagosta
2017-06-01,2538,Famagosta
2017-05-01,2672,Famagosta
2017-04-01,2708,Famagosta
2017-03-01,2707,Famagosta
2017-02-01,2729,Famagosta
2017-01-01,2728,Famagosta
2016-12-01,2759,Famagosta
2016-11-01,2786,Famagosta
2016-10-01,2767,Famagosta
2016-09-01,2716,Famagosta
2016-08-01,2679,Famagosta
2016-07-01,2712,Famagosta
2016-06-01,2724,Famagosta
2016-05-01,2787,Famagosta
2016-04-01,2724,Famagosta
2016-03-01,2716,Famagosta
2016-02-01,2707,Famagosta
2016-01-01,2723,Famagosta
2015-12-01,2684,Famagosta
2015-11-01,2695,Famagosta
2015-10-01,2696,Famagosta
2015-09-01,2662,Famagosta
2015-08-01,2662,Famagosta
2015-07-01,2661,Famagosta
2015-06-01,2662,Famagosta
2015-05-01,2667,Famagosta
2015-04-01,2679,Famagosta
2015-03-01,2711,Famagosta
2015-02-01,2717,Famagosta
2015-01-01,2720,Famagosta
2014-12-01,2745,Famagosta
2014-11-01,2785,Famagosta
2014-10-01,2782,Famagosta
2014-09-01,2840,Famagosta
2014-08-01,2833,Famagosta
2014-07-01,2806,Famagosta
2014-06-01,2741,Famagosta
2014-05-01,2822,Famagosta
2014-04-01,2827,Famagosta
2014-03-01,2863,Famagosta
2014-02-01,2859,Famagosta
2014-01-01,2874,Famagosta
2013-12-01,2879,Famagosta
2013-11-01,2853,Famagosta
2013-10-01,2904,Famagosta
2013-09-01,2904,Famagosta
2013-08-01,2904,Famagosta
2013-07-01,2979,Famagosta
2013-06-01,2971,Famagosta
2013-05-01,2949,Famagosta
2013-04-01,3043,Famagosta
2023-03-01,6789,Fiera
2023-02-01,6756,Fiera
2023-01-01,6753,Fiera
2022-12-01,6705,Fiera
2022-11-01,6626,Fiera
2022-10-01,6605,Fiera
2022-09-01,6527,Fiera
2022-08-01,6520,Fiera
2022-07-01,6491,Fiera
2022-06-01,6444,Fiera
2022-05-01,6441,Fiera
2022-04-01,6455,Fiera
2022-03-01,6413,Fiera
2022-02-01,6345,Fiera
2022-01-01,6319,Fiera
2021-12-01,6258,Fiera
2021-11-01,6237,Fiera
2021-10-01,6219,Fiera
2021-09-01,6265,Fiera
2021-08-01,6220,Fiera
2021-07-01,6292,Fiera
2021-06-01,6358,Fiera
2021-05-01,6297,Fiera
2021-04-01,6218,Fiera
2021-03-01,6245,Fiera
2021-02-01,6192,Fiera
2021-01-01,6135,Fiera
2020-12-01,6074,Fiera
2020-11-01,6054,Fiera
2020-10-01,6132,Fiera
2020-09-01,6138,Fiera
2020-08-01,6153,Fiera
2020-07-01,6168,Fiera
2020-06-01,6247,Fiera
2020-05-01,6241,Fiera
2020-04-01,6110,Fiera
2020-03-01,6081,Fiera
2020-02-01,5988,Fiera
2020-01-01,5987,Fiera
2019-12-01,5966,Fiera
2019-11-01,5913,Fiera
2019-10-01,5954,Fiera
2019-09-01,5810,Fiera
2019-08-01,5743,Fiera
2019-07-01,5734,Fiera
2019-06-01,5516,Fiera
2019-05-01,5374,Fiera
2019-04-01,5383,Fiera
2019-03-01,5365,Fiera
2019-02-01,5399,Fiera
2019-01-01,5386,Fiera
2018-12-01,5370,Fiera
2018-11-01,5382,Fiera
2018-10-01,5424,Fiera
2018-09-01,5410,Fiera
2018-08-01,5394,Fiera
2018-07-01,5398,Fiera
2018-06-01,5404,Fiera
2018-05-01,5307,Fiera
2018-04-01,5271,Fiera
2018-03-01,5231,Fiera
2018-02-01,5183,Fiera
2018-01-01,5173,Fiera
2017-12-01,5139,Fiera
2017-11-01,5157,Fiera
2017-10-01,5149,Fiera
2017-09-01,5152,Fiera
2017-08-01,5070,Fiera
2017-07-01,5005,Fiera
2017-06-01,5037,Fiera
2017-05-01,5000,Fiera
2017-04-01,5006,Fiera
2017-03-01,5021,Fiera
2017-02-01,5008,Fiera
2017-01-01,4961,Fiera
2016-12-01,4923,Fiera
2016-11-01,4901,Fiera
2016-10-01,4906,Fiera
2016-09-01,4944,Fiera
2016-08-01,4938,Fiera
2016-07-01,4880,Fiera
2016-06-01,4845,Fiera
2016-05-01,4793,Fiera
2016-04-01,4750,Fiera
2016-03-01,4741,Fiera
2016-02-01,4720,Fiera
2016-01-01,4695,Fiera
2015-12-01,4694,Fiera
2015-11-01,4706,Fiera
2015-10-01,4703,Fiera
2015-09-01,4713,Fiera
2015-08-01,4688,Fiera
2015-07-01,4689,Fiera
2015-06-01,4675,Fiera
2015-05-01,4671,Fiera
2015-04-01,4573,Fiera
2015-03-01,4445,Fiera
2015-02-01,4445,Fiera
2015-01-01,4537,Fiera
2014-12-01,4639,Fiera
2014-11-01,4672,Fiera
2014-10-01,4705,Fiera
2014-09-01,4760,Fiera
2014-08-01,4750,Fiera
2014-07-01,4706,Fiera
2014-06-01,4654,Fiera
2014-05-01,4663,Fiera
2014-04-01,4677,Fiera
2014-03-01,4704,Fiera
2014-02-01,4697,Fiera
2014-01-01,4721,Fiera
2013-12-01,4726,Fiera
2013-11-01,4765,Fiera
2013-10-01,4797,Fiera
2013-09-01,4797,Fiera
2013-08-01,4797,Fiera
2013-07-01,4849,Fiera
2013-06-01,4821,Fiera
2013-05-01,4833,Fiera
2013-04-01,4859,Fiera
2023-03-01,3049,Forlanini
2023-02-01,2983,Forlanini
2023-01-01,3036,Forlanini
2022-12-01,4378,Forlanini
2022-11-01,4169,Forlanini
2022-10-01,4106,Forlanini
2022-09-01,4290,Forlanini
2022-08-01,4449,Forlanini
2022-07-01,4394,Forlanini
2022-06-01,4296,Forlanini
2022-05-01,4171,Forlanini
2022-04-01,3968,Forlanini
2022-03-01,3789,Forlanini
2022-02-01,3808,Forlanini
2022-01-01,3603,Forlanini
2021-12-01,3640,Forlanini
2021-11-01,3874,Forlanini
2021-10-01,3851,Forlanini
2021-09-01,3830,Forlanini
2021-08-01,3859,Forlanini
2021-07-01,3881,Forlanini
2021-06-01,3841,Forlanini
2021-05-01,3825,Forlanini
2021-04-01,3822,Forlanini
2021-03-01,3932,Forlanini
2021-02-01,3976,Forlanini
2021-01-01,4173,Forlanini
2020-12-01,4309,Forlanini
2020-11-01,4120,Forlanini
2020-10-01,4114,Forlanini
2020-09-01,4144,Forlanini
2020-08-01,4178,Forlanini
2020-07-01,4245,Forlanini
2020-06-01,4115,Forlanini
2020-05-01,4106,Forlanini
2020-04-01,4002,Forlanini
2020-03-01,3950,Forlanini
2020-02-01,3883,Forlanini
2020-01-01,3768,Forlanini
2019-12-01,3725,Forlanini
2019-11-01,3584,Forlanini
2019-10-01,3401,Forlanini
2019-09-01,3419,Forlanini
2019-08-01,3393,Forlanini
2019-07-01,3353,Forlanini
2019-06-01,3387,Forlanini
2019-05-01,3423,Forlanini
2019-04-01,3414,Forlanini
2019-03-01,3365,Forlanini
2019-02-01,3322,Forlanini
2019-01-01,3361,Forlanini
2018-12-01,3360,Forlanini
2018-11-01,3344,Forlanini
2018-10-01,3298,Forlanini
2018-09-01,3255,Forlanini
2018-08-01,3231,Forlanini
2018-07-01,3240,Forlanini
2018-06-01,3319,Forlanini
2018-05-01,3324,Forlanini
2018-04-01,3292,Forlanini
2018-03-01,3202,Forlanini
2018-02-01,3139,Forlanini
2018-01-01,3156,Forlanini
2017-12-01,3183,Forlanini
2017-11-01,3187,Forlanini
2017-10-01,3172,Forlanini
2017-09-01,3107,Forlanini
2017-08-01,2998,Forlanini
2017-07-01,2895,Forlanini
2017-06-01,2898,Forlanini
2017-05-01,3035,Forlanini
2017-04-01,2998,Forlanini
2017-03-01,3000,Forlanini
2017-02-01,2997,Forlanini
2017-01-01,2980,Forlanini
2016-12-01,2988,Forlanini
2016-11-01,3057,Forlanini
2016-10-01,3136,Forlanini
2016-09-01,3169,Forlanini
2016-08-01,3202,Forlanini
2016-07-01,3212,Forlanini
2016-06-01,3238,Forlanini
2016-05-01,3192,Forlanini
2016-04-01,3134,Forlanini
2016-03-01,3167,Forlanini
2016-02-01,3160,Forlanini
2016-01-01,3140,Forlanini
2015-12-01,3087,Forlanini
2015-11-01,3084,Forlanini
2015-10-01,2975,Forlanini
2015-09-01,2942,Forlanini
2015-08-01,3060,Forlanini
2015-07-01,3027,Forlanini
2015-06-01,2929,Forlanini
2015-05-01,2993,Forlanini
2015-04-01,3021,Forlanini
2015-03-01,3043,Forlanini
2015-02-01,3084,Forlanini
2015-01-01,3210,Forlanini
2014-12-01,3288,Forlanini
2014-11-01,3342,Forlanini
2014-10-01,3343,Forlanini
2014-09-01,3318,Forlanini
2014-08-01,3328,Forlanini
2014-07-01,3341,Forlanini
2014-06-01,3317,Forlanini
2014-05-01,3310,Forlanini
2014-04-01,3336,Forlanini
2014-03-01,3290,Forlanini
2014-02-01,3267,Forlanini
2014-01-01,3293,Forlanini
2013-12-01,3332,Forlanini
2013-11-01,3373,Forlanini
2013-10-01,3394,Forlanini
2013-09-01,3394,Forlanini
2013-08-01,3394,Forlanini
2013-07-01,3415,Forlanini
2013-06-01,3470,Forlanini
2013-05-01,3542,Forlanini
2013-04-01,3591,Forlanini
2023-03-01,6918,Garibaldi
2023-02-01,6889,Garibaldi
2023-01-01,6929,Garibaldi
2022-12-01,6897,Garibaldi
2022-11-01,6918,Garibaldi
2022-10-01,6890,Garibaldi
2022-09-01,6881,Garibaldi
2022-08-01,6886,Garibaldi
2022-07-01,6798,Garibaldi
2022-06-01,6652,Garibaldi
2022-05-01,6617,Garibaldi
2022-04-01,6626,Garibaldi
2022-03-01,6663,Garibaldi
2022-02-01,6662,Garibaldi
2022-01-01,6650,Garibaldi
2021-12-01,6557,Garibaldi
2021-11-01,6499,Garibaldi
2021-10-01,6506,Garibaldi
2021-09-01,6470,Garibaldi
2021-08-01,6409,Garibaldi
2021-07-01,6400,Garibaldi
2021-06-01,6400,Garibaldi
2021-05-01,6376,Garibaldi
2021-04-01,6344,Garibaldi
2021-03-01,6296,Garibaldi
2021-02-01,6247,Garibaldi
2021-01-01,6215,Garibaldi
2020-12-01,6256,Garibaldi
2020-11-01,6348,Garibaldi
2020-10-01,6372,Garibaldi
2020-09-01,6371,Garibaldi
2020-08-01,6432,Garibaldi
2020-07-01,6545,Garibaldi
2020-06-01,6638,Garibaldi
2020-05-01,6740,Garibaldi
2020-04-01,6560,Garibaldi
2020-03-01,6404,Garibaldi
2020-02-01,6270,Garibaldi
2020-01-01,6176,Garibaldi
2019-12-01,6132,Garibaldi
2019-11-01,6014,Garibaldi
2019-10-01,5942,Garibaldi
2019-09-01,5907,Garibaldi
2019-08-01,5906,Garibaldi
2019-07-01,5735,Garibaldi
2019-06-01,5654,Garibaldi
2019-05-01,5614,Garibaldi
2019-04-01,5617,Garibaldi
2019-03-01,5710,Garibaldi
2019-02-01,5758,Garibaldi
2019-01-01,5820,Garibaldi
2018-12-01,5738,Garibaldi
2018-11-01,5668,Garibaldi
2018-10-01,5618,Garibaldi
2018-09-01,5546,Garibaldi
2018-08-01,5534,Garibaldi
2018-07-01,5480,Garibaldi
2018-06-01,5380,Garibaldi
2018-05-01,5322,Garibaldi
2018-04-01,5304,Garibaldi
2018-03-01,5248,Garibaldi
2018-02-01,5199,Garibaldi
2018-01-01,5147,Garibaldi
2017-12-01,5083,Garibaldi
2017-11-01,5002,Garibaldi
2017-10-01,5002,Garibaldi
2017-09-01,4998,Garibaldi
2017-08-01,4903,Garibaldi
2017-07-01,4906,Garibaldi
2017-06-01,4915,Garibaldi
2017-05-01,4948,Garibaldi
2017-04-01,4898,Garibaldi
2017-03-01,4804,Garibaldi
2017-02-01,4707,Garibaldi
2017-01-01,4690,Garibaldi
2016-12-01,4721,Garibaldi
2016-11-01,4742,Garibaldi
2016-10-01,4715,Garibaldi
2016-09-01,4657,Garibaldi
2016-08-01,4635,Garibaldi
2016-07-01,4641,Garibaldi
2016-06-01,4634,Garibaldi
2016-05-01,4593,Garibaldi
2016-04-01,4662,Garibaldi
2016-03-01,4895,Garibaldi
2016-02-01,4919,Garibaldi
2016-01-01,4736,Garibaldi
2015-12-01,4534,Garibaldi
2015-11-01,4381,Garibaldi
2015-10-01,4403,Garibaldi
2015-09-01,4444,Garibaldi
2015-08-01,4422,Garibaldi
2015-07-01,4426,Garibaldi
2015-06-01,4417,Garibaldi
2015-05-01,4434,Garibaldi
2015-04-01,4385,Garibaldi
2015-03-01,4345,Garibaldi
2015-02-01,4419,Garibaldi
2015-01-01,4446,Garibaldi
2014-12-01,4451,Garibaldi
2014-11-01,4529,Garibaldi
2014-10-01,4588,Garibaldi
2014-09-01,4594,Garibaldi
2014-08-01,4589,Garibaldi
2014-07-01,4580,Garibaldi
2014-06-01,4590,Garibaldi
2014-05-01,4618,Garibaldi
2014-04-01,4610,Garibaldi
2014-03-01,4690,Garibaldi
2014-02-01,4694,Garibaldi
2014-01-01,4667,Garibaldi
2013-12-01,4719,Garibaldi
2013-11-01,4711,Garibaldi
2013-10-01,4720,Garibaldi
2013-09-01,4720,Garibaldi
2013-08-01,4720,Garibaldi
2013-07-01,4680,Garibaldi
2013-06-01,4738,Garibaldi
2013-05-01,4791,Garibaldi
2013-04-01,4810,Garibaldi
2023-03-01,4181,Greco
2023-02-01,4185,Greco
2023-01-01,4204,Greco
2022-12-01,4237,Greco
2022-11-01,4231,Greco
2022-10-01,4244,Greco
2022-09-01,4174,Greco
2022-08-01,4172,Greco
2022-07-01,4099,Greco
2022-06-01,4048,Greco
2022-05-01,3987,Greco
2022-04-01,3913,Greco
2022-03-01,3817,Greco
2022-02-01,3820,Greco
2022-01-01,3792,Greco
2021-12-01,3799,Greco
2021-11-01,3800,Greco
2021-10-01,3843,Greco
2021-09-01,3838,Greco
2021-08-01,3845,Greco
2021-07-01,3875,Greco
2021-06-01,3829,Greco
2021-05-01,3760,Greco
2021-04-01,3715,Greco
2021-03-01,3730,Greco
2021-02-01,3783,Greco
2021-01-01,3761,Greco
2020-12-01,3636,Greco
2020-11-01,3588,Greco
2020-10-01,3552,Greco
2020-09-01,3518,Greco
2020-08-01,3519,Greco
2020-07-01,3602,Greco
2020-06-01,3602,Greco
2020-05-01,3487,Greco
2020-04-01,3447,Greco
2020-03-01,3400,Greco
2020-02-01,3358,Greco
2020-01-01,3272,Greco
2019-12-01,3220,Greco
2019-11-01,3231,Greco
2019-10-01,3265,Greco
2019-09-01,3275,Greco
2019-08-01,3246,Greco
2019-07-01,3190,Greco
2019-06-01,3146,Greco
2019-05-01,3097,Greco
2019-04-01,2996,Greco
2019-03-01,2900,Greco
2019-02-01,2885,Greco
2019-01-01,2884,Greco
2018-12-01,2899,Greco
2018-11-01,2879,Greco
2018-10-01,2820,Greco
2018-09-01,2863,Greco
2018-08-01,2851,Greco
2018-07-01,2818,Greco
2018-06-01,2762,Greco
2018-05-01,2786,Greco
2018-04-01,2819,Greco
2018-03-01,2835,Greco
2018-02-01,2799,Greco
2018-01-01,2768,Greco
2017-12-01,2724,Greco
2017-11-01,2701,Greco
2017-10-01,2701,Greco
2017-09-01,2681,Greco
2017-08-01,2606,Greco
2017-07-01,2464,Greco
2017-06-01,2460,Greco
2017-05-01,2506,Greco
2017-04-01,2506,Greco
2017-03-01,2548,Greco
2017-02-01,2542,Greco
2017-01-01,2527,Greco
2016-12-01,2535,Greco
2016-11-01,2508,Greco
2016-10-01,2495,Greco
2016-09-01,2508,Greco
2016-08-01,2491,Greco
2016-07-01,2543,Greco
2016-06-01,2546,Greco
2016-05-01,2545,Greco
2016-04-01,2626,Greco
2016-03-01,2649,Greco
2016-02-01,2637,Greco
2016-01-01,2681,Greco
2015-12-01,2673,Greco
2015-11-01,2718,Greco
2015-10-01,2676,Greco
2015-09-01,2635,Greco
2015-08-01,2648,Greco
2015-07-01,2646,Greco
2015-06-01,2661,Greco
2015-05-01,2731,Greco
2015-04-01,2747,Greco
2015-03-01,2769,Greco
2015-02-01,2781,Greco
2015-01-01,2805,Greco
2014-12-01,2791,Greco
2014-11-01,2804,Greco
2014-10-01,2826,Greco
2014-09-01,2819,Greco
2014-08-01,2811,Greco
2014-07-01,2816,Greco
2014-06-01,2808,Greco
2014-05-01,2804,Greco
2014-04-01,2823,Greco
2014-03-01,2852,Greco
2014-02-01,2875,Greco
2014-01-01,2896,Greco
2013-12-01,2856,Greco
2013-11-01,2801,Greco
2013-10-01,2803,Greco
2013-09-01,2803,Greco
2013-08-01,2803,Greco
2013-07-01,2827,Greco
2013-06-01,2815,Greco
2013-05-01,2842,Greco
2013-04-01,2901,Greco
2023-03-01,6694,Navigli
2023-02-01,6545,Navigli
2023-01-01,6472,Navigli
2022-12-01,6380,Navigli
2022-11-01,6305,Navigli
2022-10-01,6383,Navigli
2022-09-01,6393,Navigli
2022-08-01,6420,Navigli
2022-07-01,6366,Navigli
2022-06-01,6395,Navigli
2022-05-01,6351,Navigli
2022-04-01,6276,Navigli
2022-03-01,6145,Navigli
2022-02-01,6006,Navigli
2022-01-01,6000,Navigli
2021-12-01,6084,Navigli
2021-11-01,6166,Navigli
2021-10-01,6204,Navigli
2021-09-01,6165,Navigli
2021-08-01,6084,Navigli
2021-07-01,6086,Navigli
2021-06-01,6089,Navigli
2021-05-01,6107,Navigli
2021-04-01,6014,Navigli
2021-03-01,6074,Navigli
2021-02-01,5992,Navigli
2021-01-01,5868,Navigli
2020-12-01,5803,Navigli
2020-11-01,5785,Navigli
2020-10-01,5925,Navigli
2020-09-01,5966,Navigli
2020-08-01,5953,Navigli
2020-07-01,6001,Navigli
2020-06-01,6000,Navigli
2020-05-01,6132,Navigli
2020-04-01,6273,Navigli
2020-03-01,6246,Navigli
2020-02-01,6233,Navigli
2020-01-01,6133,Navigli
2019-12-01,6120,Navigli
2019-11-01,6005,Navigli
2019-10-01,5961,Navigli
2019-09-01,5920,Navigli
2019-08-01,5841,Navigli
2019-07-01,5736,Navigli
2019-06-01,5680,Navigli
2019-05-01,5636,Navigli
2019-04-01,5528,Navigli
2019-03-01,5410,Navigli
2019-02-01,5468,Navigli
2019-01-01,5446,Navigli
2018-12-01,5336,Navigli
2018-11-01,5301,Navigli
2018-10-01,5287,Navigli
2018-09-01,5264,Navigli
2018-08-01,5337,Navigli
2018-07-01,5261,Navigli
2018-06-01,5220,Navigli
2018-05-01,5176,Navigli
2018-04-01,5191,Navigli
2018-03-01,5109,Navigli
2018-02-01,4997,Navigli
2018-01-01,5003,Navigli
2017-12-01,4988,Navigli
2017-11-01,4994,Navigli
2017-10-01,4999,Navigli
2017-09-01,4999,Navigli
2017-08-01,4999,Navigli
2017-07-01,5002,Navigli
2017-06-01,4937,Navigli
2017-05-01,4855,Navigli
2017-04-01,4851,Navigli
2017-03-01,4856,Navigli
2017-02-01,4876,Navigli
2017-01-01,4903,Navigli
2016-12-01,4851,Navigli
2016-11-01,4836,Navigli
2016-10-01,4878,Navigli
2016-09-01,4858,Navigli
2016-08-01,4836,Navigli
2016-07-01,4804,Navigli
2016-06-01,4755,Navigli
2016-05-01,4737,Navigli
2016-04-01,4753,Navigli
2016-03-01,4773,Navigli
2016-02-01,4779,Navigli
2016-01-01,4740,Navigli
2015-12-01,4665,Navigli
2015-11-01,4647,Navigli
2015-10-01,4657,Navigli
2015-09-01,4691,Navigli
2015-08-01,4655,Navigli
2015-07-01,4655,Navigli
2015-06-01,4624,Navigli
2015-05-01,4649,Navigli
2015-04-01,4626,Navigli
2015-03-01,4647,Navigli
2015-02-01,4657,Navigli
2015-01-01,4624,Navigli
2014-12-01,4595,Navigli
2014-11-01,4619,Navigli
2014-10-01,4659,Navigli
2014-09-01,4696,Navigli
2014-08-01,4714,Navigli
2014-07-01,4766,Navigli
2014-06-01,4744,Navigli
2014-05-01,4721,Navigli
2014-04-01,4746,Navigli
2014-03-01,4660,Navigli
2014-02-01,4719,Navigli
2014-01-01,4765,Navigli
2013-12-01,4764,Navigli
2013-11-01,4795,Navigli
2013-10-01,4864,Navigli
2013-09-01,4864,Navigli
2013-08-01,4864,Navigli
2013-07-01,4911,Navigli
2013-06-01,4992,Navigli
2013-05-01,4996,Navigli
2013-04-01,5003,Navigli
2023-03-01,6292,PortaVittoria
2023-02-01,6187,PortaVittoria
2023-01-01,6140,PortaVittoria
2022-12-01,6327,PortaVittoria
2022-11-01,6293,PortaVittoria
2022-10-01,6335,PortaVittoria
2022-09-01,6426,PortaVittoria
2022-08-01,6387,PortaVittoria
2022-07-01,6383,PortaVittoria
2022-06-01,6316,PortaVittoria
2022-05-01,6069,PortaVittoria
2022-04-01,5834,PortaVittoria
2022-03-01,5843,PortaVittoria
2022-02-01,5829,PortaVittoria
2022-01-01,5803,PortaVittoria
2021-12-01,5843,PortaVittoria
2021-11-01,5891,PortaVittoria
2021-10-01,5828,PortaVittoria
2021-09-01,5731,PortaVittoria
2021-08-01,5829,PortaVittoria
2021-07-01,5800,PortaVittoria
2021-06-01,5736,PortaVittoria
2021-05-01,5608,PortaVittoria
2021-04-01,5537,PortaVittoria
2021-03-01,5588,PortaVittoria
2021-02-01,5595,PortaVittoria
2021-01-01,5534,PortaVittoria
2020-12-01,5306,PortaVittoria
2020-11-01,5302,PortaVittoria
2020-10-01,5303,PortaVittoria
2020-09-01,5109,PortaVittoria
2020-08-01,5125,PortaVittoria
2020-07-01,5171,PortaVittoria
2020-06-01,5165,PortaVittoria
2020-05-01,5090,PortaVittoria
2020-04-01,5088,PortaVittoria
2020-03-01,5083,PortaVittoria
2020-02-01,5066,PortaVittoria
2020-01-01,4882,PortaVittoria
2019-12-01,4788,PortaVittoria
2019-11-01,4779,PortaVittoria
2019-10-01,4692,PortaVittoria
2019-09-01,4657,PortaVittoria
2019-08-01,4678,PortaVittoria
2019-07-01,4736,PortaVittoria
2019-06-01,4673,PortaVittoria
2019-05-01,4558,PortaVittoria
2019-04-01,4559,PortaVittoria
2019-03-01,4569,PortaVittoria
2019-02-01,4571,PortaVittoria
2019-01-01,4546,PortaVittoria
2018-12-01,4515,PortaVittoria
2018-11-01,4556,PortaVittoria
2018-10-01,4654,PortaVittoria
2018-09-01,4636,PortaVittoria
2018-08-01,4669,PortaVittoria
2018-07-01,4635,PortaVittoria
2018-06-01,4604,PortaVittoria
2018-05-01,4566,PortaVittoria
2018-04-01,4504,PortaVittoria
2018-03-01,4500,PortaVittoria
2018-02-01,4498,PortaVittoria
2018-01-01,4347,PortaVittoria
2017-12-01,4285,PortaVittoria
2017-11-01,4298,PortaVittoria
2017-10-01,4352,PortaVittoria
2017-09-01,4441,PortaVittoria
2017-08-01,4402,PortaVittoria
2017-07-01,4347,PortaVittoria
2017-06-01,4228,PortaVittoria
2017-05-01,4378,PortaVittoria
2017-04-01,4361,PortaVittoria
2017-03-01,4410,PortaVittoria
2017-02-01,4379,PortaVittoria
2017-01-01,4260,PortaVittoria
2016-12-01,4282,PortaVittoria
2016-11-01,4371,PortaVittoria
2016-10-01,4338,PortaVittoria
2016-09-01,4289,PortaVittoria
2016-08-01,4302,PortaVittoria
2016-07-01,4277,PortaVittoria
2016-06-01,4252,PortaVittoria
2016-05-01,4239,PortaVittoria
2016-04-01,4155,PortaVittoria
2016-03-01,4000,PortaVittoria
2016-02-01,3991,PortaVittoria
2016-01-01,4037,PortaVittoria
2015-12-01,3997,PortaVittoria
2015-11-01,4088,PortaVittoria
2015-10-01,4231,PortaVittoria
2015-09-01,4226,PortaVittoria
2015-08-01,4201,PortaVittoria
2015-07-01,4168,PortaVittoria
2015-06-01,4164,PortaVittoria
2015-05-01,4127,PortaVittoria
2015-04-01,4072,PortaVittoria
2015-03-01,3981,PortaVittoria
2015-02-01,3899,PortaVittoria
2015-01-01,3956,PortaVittoria
2014-12-01,3982,PortaVittoria
2014-11-01,4057,PortaVittoria
2014-10-01,4143,PortaVittoria
2014-09-01,4164,PortaVittoria
2014-08-01,4164,PortaVittoria
2014-07-01,4215,PortaVittoria
2014-06-01,4278,PortaVittoria
2014-05-01,4300,PortaVittoria
2014-04-01,4359,PortaVittoria
2014-03-01,4384,PortaVittoria
2014-02-01,4330,PortaVittoria
2014-01-01,4364,PortaVittoria
2013-12-01,4397,PortaVittoria
2013-11-01,4418,PortaVittoria
2013-10-01,4432,PortaVittoria
2013-09-01,4432,PortaVittoria
2013-08-01,4432,PortaVittoria
2013-07-01,4428,PortaVittoria
2013-06-01,4445,PortaVittoria
2013-05-01,4552,PortaVittoria
2013-04-01,4576,PortaVittoria
2023-03-01,4139,Ripamonti
2023-02-01,4129,Ripamonti
2023-01-01,4064,Ripamonti
2022-12-01,4176,Ripamonti
2022-11-01,4202,Ripamonti
2022-10-01,4108,Ripamonti
2022-09-01,3896,Ripamonti
2022-08-01,3969,Ripamonti
2022-07-01,4000,Ripamonti
2022-06-01,4122,Ripamonti
2022-05-01,4139,Ripamonti
2022-04-01,4110,Ripamonti
2022-03-01,4111,Ripamonti
2022-02-01,4202,Ripamonti
2022-01-01,4259,Ripamonti
2021-12-01,4169,Ripamonti
2021-11-01,4149,Ripamonti
2021-10-01,4147,Ripamonti
2021-09-01,4078,Ripamonti
2021-08-01,4073,Ripamonti
2021-07-01,4065,Ripamonti
2021-06-01,4087,Ripamonti
2021-05-01,4001,Ripamonti
2021-04-01,3851,Ripamonti
2021-03-01,3827,Ripamonti
2021-02-01,3797,Ripamonti
2021-01-01,3756,Ripamonti
2020-12-01,3641,Ripamonti
2020-11-01,3640,Ripamonti
2020-10-01,3648,Ripamonti
2020-09-01,3653,Ripamonti
2020-08-01,3654,Ripamonti
2020-07-01,3662,Ripamonti
2020-06-01,3572,Ripamonti
2020-05-01,3660,Ripamonti
2020-04-01,3717,Ripamonti
2020-03-01,3606,Ripamonti
2020-02-01,3422,Ripamonti
2020-01-01,3332,Ripamonti
2019-12-01,3303,Ripamonti
2019-11-01,3328,Ripamonti
2019-10-01,3260,Ripamonti
2019-09-01,3185,Ripamonti
2019-08-01,3241,Ripamonti
2019-07-01,3272,Ripamonti
2019-06-01,3253,Ripamonti
2019-05-01,3237,Ripamonti
2019-04-01,3286,Ripamonti
2019-03-01,3331,Ripamonti
2019-02-01,3306,Ripamonti
2019-01-01,3278,Ripamonti
2018-12-01,3283,Ripamonti
2018-11-01,3261,Ripamonti
2018-10-01,3223,Ripamonti
2018-09-01,3222,Ripamonti
2018-08-01,3222,Ripamonti
2018-07-01,3209,Ripamonti
2018-06-01,3223,Ripamonti
2018-05-01,3172,Ripamonti
2018-04-01,3138,Ripamonti
2018-03-01,3075,Ripamonti
2018-02-01,3048,Ripamonti
2018-01-01,3000,Ripamonti
2017-12-01,2999,Ripamonti
2017-11-01,3035,Ripamonti
2017-10-01,3006,Ripamonti
2017-09-01,3008,Ripamonti
2017-08-01,2999,Ripamonti
2017-07-01,2942,Ripamonti
2017-06-01,2978,Ripamonti
2017-05-01,2993,Ripamonti
2017-04-01,2932,Ripamonti
2017-03-01,2912,Ripamonti
2017-02-01,2950,Ripamonti
