"ITTER107","Territorio","TIPO_DATO7","Indicatori","CORREZ","Correzione","TIPO_ALLOGGIO2","Tipologia di esercizio","ATECO_2007","Ateco 2007","ISO","Paese di residenza dei clienti","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2019-11","Nov-2019",1434187,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2019-12","Dic-2019",1529803,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2020-01","Gen-2020",1657361,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2020-02","Feb-2020",2022119,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2020-03","Mar-2020",348162,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2020-04","Apr-2020",126226,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2020-05","Mag-2020",163220,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2020-06","Giu-2020",1005417,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2020-07","Lug-2020",5447185,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2020-08","Ago-2020",8519351,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2020-09","Set-2020",6245978,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2020-10","Ott-2020",1827533,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2020-11","Nov-2020",247609,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2020-12","Dic-2020",201774,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2021-01","Gen-2021",188594,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2021-02","Feb-2021",216563,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2021-03","Mar-2021",228672,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2021-04","Apr-2021",227670,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2021-05","Mag-2021",1851793,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2021-06","Giu-2021",4529227,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2021-07","Lug-2021",11600776,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2021-08","Ago-2021",14759429,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2021-09","Set-2021",9536685,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2021-10","Ott-2021",4114838,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2021-11","Nov-2021",1236267,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2021-12","Dic-2021",1093205,,
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2022-01","Gen-2022",1095215,"p","dato provvisorio"
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2022-02","Feb-2022",1604746,"p","dato provvisorio"
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2022-03","Mar-2022",1697573,"p","dato provvisorio"
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2022-04","Apr-2022",4344554,"p","dato provvisorio"
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2022-05","Mag-2022",5937472,"p","dato provvisorio"
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2022-06","Giu-2022",12067974,"p","dato provvisorio"
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2022-07","Lug-2022",16196594,"p","dato provvisorio"
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2022-08","Ago-2022",17326671,"p","dato provvisorio"
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2022-09","Set-2022",11300955,"p","dato provvisorio"
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2022-10","Ott-2022",5711363,"p","dato provvisorio"
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2022-11","Nov-2022",1887270,"p","dato provvisorio"
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2022-12","Dic-2022",1784984,"p","dato provvisorio"
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2023-01","Gen-2023",1949225,"p","dato provvisorio"
"IT","Italia","NI","presenze","N","dati grezzi","ALL","totale esercizi ricettivi","552_553","alloggi per vacanze e altre strutture per brevi soggiorni, aree di campeggio e aree attrezzate per camper e roulotte","WRL_X_ITA","Paesi esteri","2023-02","Feb-2023",2656524,"p","dato provvisorio"
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1990-01","Gen-1990",15264708,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1990-02","Feb-1990",15698609,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1990-03","Mar-1990",15750367,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1990-04","Apr-1990",15947635,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1990-05","Mag-1990",15741148,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1990-06","Giu-1990",15823355,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1990-07","Lug-1990",15654272,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1990-08","Ago-1990",16086683,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1990-09","Set-1990",16099988,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1990-10","Ott-1990",16545790,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1990-11","Nov-1990",16458464,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1990-12","Dic-1990",16163377,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1991-01","Gen-1991",15524106,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1991-02","Feb-1991",15456955,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1991-03","Mar-1991",16059041,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1991-04","Apr-1991",16106860,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1991-05","Mag-1991",16211893,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1991-06","Giu-1991",16147845,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1991-07","Lug-1991",16721535,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1991-08","Ago-1991",16663990,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1991-09","Set-1991",16551452,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1991-10","Ott-1991",16781269,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1991-11","Nov-1991",16683777,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1991-12","Dic-1991",16390152,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1992-01","Gen-1992",16213846,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1992-02","Feb-1992",16221708,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1992-03","Mar-1992",16309661,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1992-04","Apr-1992",16098653,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1992-05","Mag-1992",16576400,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1992-06","Giu-1992",16586468,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1992-07","Lug-1992",16072899,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1992-08","Ago-1992",15681999,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1992-09","Set-1992",16045750,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1992-10","Ott-1992",15575363,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1992-11","Nov-1992",15568429,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1992-12","Dic-1992",15968313,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1993-01","Gen-1993",15648470,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1993-02","Feb-1993",15873082,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1993-03","Mar-1993",15331855,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1993-04","Apr-1993",15481228,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1993-05","Mag-1993",15318490,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1993-06","Giu-1993",15386574,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1993-07","Lug-1993",15627592,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1993-08","Ago-1993",15719477,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1993-09","Set-1993",15702845,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1993-10","Ott-1993",15470181,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1993-11","Nov-1993",15788043,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1993-12","Dic-1993",16404595,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1994-01","Gen-1994",16622260,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1994-02","Feb-1994",16445480,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1994-03","Mar-1994",16565607,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1994-04","Apr-1994",16941113,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1994-05","Mag-1994",16837383,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1994-06","Giu-1994",16648133,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1994-07","Lug-1994",16995265,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1994-08","Ago-1994",17069906,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1994-09","Set-1994",17183668,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1994-10","Ott-1994",16859932,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1994-11","Nov-1994",16835444,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1994-12","Dic-1994",16560411,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1995-01","Gen-1995",17231367,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1995-02","Feb-1995",16892292,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1995-03","Mar-1995",16879001,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1995-04","Apr-1995",17231028,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1995-05","Mag-1995",16918959,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1995-06","Giu-1995",17749649,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1995-07","Lug-1995",17356111,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1995-08","Ago-1995",17611777,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1995-09","Set-1995",17496737,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1995-10","Ott-1995",17570924,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1995-11","Nov-1995",17499800,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1995-12","Dic-1995",17469815,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1996-01","Gen-1996",17751485,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1996-02","Feb-1996",17701826,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1996-03","Mar-1996",18155162,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1996-04","Apr-1996",17451034,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1996-05","Mag-1996",17554639,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1996-06","Giu-1996",17462892,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1996-07","Lug-1996",17715229,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1996-08","Ago-1996",17269771,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1996-09","Set-1996",17112143,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1996-10","Ott-1996",17605464,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1996-11","Nov-1996",17667445,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1996-12","Dic-1996",17228212,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1997-01","Gen-1997",17144960,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1997-02","Feb-1997",17508263,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1997-03","Mar-1997",17750601,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1997-04","Apr-1997",17281704,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1997-05","Mag-1997",17637090,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1997-06","Giu-1997",16723471,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1997-07","Lug-1997",17114406,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1997-08","Ago-1997",17289051,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1997-09","Set-1997",17249120,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1997-10","Ott-1997",17462651,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1997-11","Nov-1997",16903041,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1997-12","Dic-1997",17465110,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1998-01","Gen-1998",17509097,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1998-02","Feb-1998",17757302,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1998-03","Mar-1998",17354439,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1998-04","Apr-1998",17577932,,
"IT","Italia","NI","presenze","Y","dati destagionalizzati","ALL","totale esercizi ricettivi","551","alberghi e strutture simili","WORLD","Mondo","1998-05","Mag-1998",17711423,,
