Month,Price (€/m^2),District
2014-03-01,12.5,Corvetto
2014-02-01,12.5,Corvetto
2014-01-01,12.7,Corvetto
2013-12-01,12.8,Corvetto
2013-11-01,12.9,Corvetto
2013-10-01,12.8,Corvetto
2013-09-01,,Corvetto
2013-08-01,,Corvetto
2013-07-01,12.9,Corvetto
2013-06-01,13.0,Corvetto
2013-05-01,12.9,Corvetto
2013-04-01,12.9,Corvetto
2023-03-01,20.0,Famagosta
2023-02-01,19.5,Famagosta
2023-01-01,19.2,Famagosta
2022-12-01,19.2,Famagosta
2022-11-01,18.5,Famagosta
2022-10-01,18.3,Famagosta
2022-09-01,17.6,Famagosta
2022-08-01,17.0,Famagosta
2022-07-01,17.0,Famagosta
2022-06-01,17.0,Famagosta
2022-05-01,17.0,Famagosta
2022-04-01,16.6,Famagosta
2022-03-01,16.4,Famagosta
2022-02-01,16.4,Famagosta
2022-01-01,16.4,Famagosta
2021-12-01,16.0,Famagosta
2021-11-01,16.7,Famagosta
2021-10-01,17.7,Famagosta
2021-09-01,17.3,Famagosta
2021-08-01,16.7,Famagosta
2021-07-01,16.0,Famagosta
2021-06-01,15.7,Famagosta
2021-05-01,15.0,Famagosta
2021-04-01,15.1,Famagosta
2021-03-01,15.1,Famagosta
2021-02-01,15.4,Famagosta
2021-01-01,15.4,Famagosta
2020-12-01,15.6,Famagosta
2020-11-01,15.7,Famagosta
2020-10-01,16.4,Famagosta
2020-09-01,16.4,Famagosta
2020-08-01,16.7,Famagosta
2020-07-01,16.4,Famagosta
2020-06-01,16.7,Famagosta
2020-05-01,17.1,Famagosta
2020-04-01,17.0,Famagosta
2020-03-01,17.0,Famagosta
2020-02-01,16.4,Famagosta
2020-01-01,15.4,Famagosta
2019-12-01,15.6,Famagosta
2019-11-01,15.5,Famagosta
2019-10-01,15.4,Famagosta
2019-09-01,15.7,Famagosta
2019-08-01,16.0,Famagosta
2019-07-01,16.0,Famagosta
2019-06-01,15.7,Famagosta
2019-05-01,15.7,Famagosta
2019-04-01,15.7,Famagosta
2019-03-01,15.9,Famagosta
2019-02-01,15.4,Famagosta
2019-01-01,15.0,Famagosta
2018-12-01,15.6,Famagosta
2018-11-01,15.8,Famagosta
2018-10-01,15.0,Famagosta
2018-09-01,14.6,Famagosta
2018-08-01,14.4,Famagosta
2018-07-01,15.0,Famagosta
2018-06-01,15.0,Famagosta
2018-05-01,15.0,Famagosta
2018-04-01,14.8,Famagosta
2018-03-01,14.4,Famagosta
2018-02-01,14.4,Famagosta
2018-01-01,14.6,Famagosta
2017-12-01,13.8,Famagosta
2017-11-01,13.8,Famagosta
2017-10-01,14.3,Famagosta
2017-09-01,14.6,Famagosta
2017-08-01,14.5,Famagosta
2017-07-01,14.4,Famagosta
2017-06-01,14.4,Famagosta
2017-05-01,14.2,Famagosta
2017-04-01,14.2,Famagosta
2017-03-01,14.3,Famagosta
2017-02-01,14.2,Famagosta
2017-01-01,14.2,Famagosta
2016-12-01,14.3,Famagosta
2016-11-01,14.0,Famagosta
2016-10-01,13.8,Famagosta
2016-09-01,13.6,Famagosta
2016-08-01,13.3,Famagosta
2016-07-01,13.1,Famagosta
2016-06-01,13.3,Famagosta
2016-05-01,13.6,Famagosta
2016-04-01,13.5,Famagosta
2016-03-01,13.6,Famagosta
2016-02-01,13.7,Famagosta
2016-01-01,13.9,Famagosta
2015-12-01,14.0,Famagosta
2015-11-01,13.8,Famagosta
2015-10-01,13.8,Famagosta
2015-09-01,13.8,Famagosta
2015-08-01,14.0,Famagosta
2015-07-01,14.2,Famagosta
2015-06-01,14.0,Famagosta
2015-05-01,14.1,Famagosta
2015-04-01,14.1,Famagosta
2015-03-01,14.0,Famagosta
2015-02-01,13.5,Famagosta
2015-01-01,13.2,Famagosta
2014-12-01,13.1,Famagosta
2014-11-01,13.0,Famagosta
2014-10-01,13.0,Famagosta
2014-09-01,12.8,Famagosta
2014-08-01,12.7,Famagosta
2014-07-01,12.5,Famagosta
2014-06-01,12.5,Famagosta
2014-05-01,13.0,Famagosta
2014-04-01,13.0,Famagosta
2014-03-01,13.0,Famagosta
2014-02-01,12.5,Famagosta
2014-01-01,12.5,Famagosta
2013-12-01,12.7,Famagosta
2013-11-01,13.1,Famagosta
2013-10-01,13.0,Famagosta
2013-09-01,,Famagosta
2013-08-01,,Famagosta
2013-07-01,13.3,Famagosta
2013-06-01,13.3,Famagosta
2013-05-01,13.3,Famagosta
2013-04-01,13.7,Famagosta
2023-03-01,22.5,Fiera
2023-02-01,22.1,Fiera
2023-01-01,22.0,Fiera
2022-12-01,21.3,Fiera
2022-11-01,20.8,Fiera
2022-10-01,20.9,Fiera
2022-09-01,20.9,Fiera
2022-08-01,20.8,Fiera
2022-07-01,20.7,Fiera
2022-06-01,20.7,Fiera
2022-05-01,20.6,Fiera
2022-04-01,20.9,Fiera
2022-03-01,20.9,Fiera
2022-02-01,20.9,Fiera
2022-01-01,20.6,Fiera
2021-12-01,20.0,Fiera
2021-11-01,20.0,Fiera
2021-10-01,20.0,Fiera
2021-09-01,19.5,Fiera
2021-08-01,19.0,Fiera
2021-07-01,19.0,Fiera
2021-06-01,19.0,Fiera
2021-05-01,18.8,Fiera
2021-04-01,18.7,Fiera
2021-03-01,18.7,Fiera
2021-02-01,18.9,Fiera
2021-01-01,19.1,Fiera
2020-12-01,19.7,Fiera
2020-11-01,20.0,Fiera
2020-10-01,20.0,Fiera
2020-09-01,20.0,Fiera
2020-08-01,20.0,Fiera
2020-07-01,20.0,Fiera
2020-06-01,20.5,Fiera
2020-05-01,21.3,Fiera
2020-04-01,21.0,Fiera
2020-03-01,20.8,Fiera
2020-02-01,21.2,Fiera
2020-01-01,20.7,Fiera
2019-12-01,20.0,Fiera
2019-11-01,20.4,Fiera
2019-10-01,20.6,Fiera
2019-09-01,20.6,Fiera
2019-08-01,20.0,Fiera
2019-07-01,20.0,Fiera
2019-06-01,20.0,Fiera
2019-05-01,20.0,Fiera
2019-04-01,19.9,Fiera
2019-03-01,19.5,Fiera
2019-02-01,19.1,Fiera
2019-01-01,19.2,Fiera
2018-12-01,19.3,Fiera
2018-11-01,18.7,Fiera
2018-10-01,18.5,Fiera
2018-09-01,19.0,Fiera
2018-08-01,18.7,Fiera
2018-07-01,18.4,Fiera
2018-06-01,17.9,Fiera
2018-05-01,17.7,Fiera
2018-04-01,17.6,Fiera
2018-03-01,17.9,Fiera
2018-02-01,18.0,Fiera
2018-01-01,18.0,Fiera
2017-12-01,18.0,Fiera
2017-11-01,17.8,Fiera
2017-10-01,17.5,Fiera
2017-09-01,17.3,Fiera
2017-08-01,17.0,Fiera
2017-07-01,17.0,Fiera
2017-06-01,16.8,Fiera
2017-05-01,16.7,Fiera
2017-04-01,16.7,Fiera
2017-03-01,16.6,Fiera
2017-02-01,16.3,Fiera
2017-01-01,16.2,Fiera
2016-12-01,16.0,Fiera
2016-11-01,16.0,Fiera
2016-10-01,16.0,Fiera
2016-09-01,16.0,Fiera
2016-08-01,15.7,Fiera
2016-07-01,15.6,Fiera
2016-06-01,15.4,Fiera
2016-05-01,15.4,Fiera
2016-04-01,15.4,Fiera
2016-03-01,15.4,Fiera
2016-02-01,15.4,Fiera
2016-01-01,15.1,Fiera
2015-12-01,15.0,Fiera
2015-11-01,15.0,Fiera
2015-10-01,15.0,Fiera
2015-09-01,15.0,Fiera
2015-08-01,14.8,Fiera
2015-07-01,14.8,Fiera
2015-06-01,14.6,Fiera
2015-05-01,14.7,Fiera
2015-04-01,14.7,Fiera
2015-03-01,14.8,Fiera
2015-02-01,14.7,Fiera
2015-01-01,14.6,Fiera
2014-12-01,14.6,Fiera
2014-11-01,15.0,Fiera
2014-10-01,14.9,Fiera
2014-09-01,14.6,Fiera
2014-08-01,14.6,Fiera
2014-07-01,14.7,Fiera
2014-06-01,14.8,Fiera
2014-05-01,14.8,Fiera
2014-04-01,14.7,Fiera
2014-03-01,14.6,Fiera
2014-02-01,14.5,Fiera
2014-01-01,14.5,Fiera
2013-12-01,14.7,Fiera
2013-11-01,15.0,Fiera
2013-10-01,15.0,Fiera
2013-09-01,,Fiera
2013-08-01,,Fiera
2013-07-01,14.9,Fiera
2013-06-01,14.9,Fiera
2013-05-01,15.0,Fiera
2013-04-01,15.0,Fiera
2023-03-01,,Forlanini
2023-02-01,,Forlanini
2023-01-01,,Forlanini
2022-12-01,18.9,Forlanini
2022-11-01,18.2,Forlanini
2022-10-01,18.2,Forlanini
2022-09-01,17.9,Forlanini
2022-08-01,17.8,Forlanini
2022-07-01,17.6,Forlanini
2022-06-01,17.1,Forlanini
2022-05-01,16.4,Forlanini
2022-04-01,16.2,Forlanini
2022-03-01,15.7,Forlanini
2022-02-01,16.0,Forlanini
2022-01-01,16.0,Forlanini
2021-12-01,16.0,Forlanini
2021-11-01,15.7,Forlanini
2021-10-01,15.7,Forlanini
2021-09-01,15.4,Forlanini
2021-08-01,15.1,Forlanini
2021-07-01,15.0,Forlanini
2021-06-01,15.0,Forlanini
2021-05-01,15.0,Forlanini
2021-04-01,15.0,Forlanini
2021-03-01,15.1,Forlanini
2021-02-01,15.5,Forlanini
2021-01-01,15.5,Forlanini
2020-12-01,16.0,Forlanini
2020-11-01,16.7,Forlanini
2020-10-01,16.4,Forlanini
2020-09-01,16.7,Forlanini
2020-08-01,16.8,Forlanini
2020-07-01,16.9,Forlanini
2020-06-01,17.5,Forlanini
2020-05-01,18.0,Forlanini
2020-04-01,18.0,Forlanini
2020-03-01,17.5,Forlanini
2020-02-01,18.4,Forlanini
2020-01-01,18.4,Forlanini
2019-12-01,17.6,Forlanini
2019-11-01,16.9,Forlanini
2019-10-01,16.6,Forlanini
2019-09-01,16.6,Forlanini
2019-08-01,16.2,Forlanini
2019-07-01,16.5,Forlanini
2019-06-01,17.0,Forlanini
2019-05-01,16.4,Forlanini
2019-04-01,16.1,Forlanini
2019-03-01,15.1,Forlanini
2019-02-01,14.4,Forlanini
2019-01-01,15.0,Forlanini
2018-12-01,15.4,Forlanini
2018-11-01,14.7,Forlanini
2018-10-01,14.7,Forlanini
2018-09-01,14.5,Forlanini
2018-08-01,14.5,Forlanini
2018-07-01,14.5,Forlanini
2018-06-01,14.4,Forlanini
2018-05-01,15.3,Forlanini
2018-04-01,15.0,Forlanini
2018-03-01,14.7,Forlanini
2018-02-01,14.7,Forlanini
2018-01-01,14.5,Forlanini
2017-12-01,14.0,Forlanini
2017-11-01,13.8,Forlanini
2017-10-01,14.2,Forlanini
2017-09-01,14.1,Forlanini
2017-08-01,13.3,Forlanini
2017-07-01,13.0,Forlanini
2017-06-01,12.8,Forlanini
2017-05-01,13.0,Forlanini
2017-04-01,12.7,Forlanini
2017-03-01,12.7,Forlanini
2017-02-01,12.9,Forlanini
2017-01-01,13.3,Forlanini
2016-12-01,13.5,Forlanini
2016-11-01,13.6,Forlanini
2016-10-01,13.5,Forlanini
2016-09-01,12.7,Forlanini
2016-08-01,12.8,Forlanini
2016-07-01,13.0,Forlanini
2016-06-01,13.0,Forlanini
2016-05-01,12.7,Forlanini
2016-04-01,12.7,Forlanini
2016-03-01,12.9,Forlanini
2016-02-01,12.9,Forlanini
2016-01-01,13.0,Forlanini
2015-12-01,13.1,Forlanini
2015-11-01,13.3,Forlanini
2015-10-01,13.3,Forlanini
2015-09-01,13.1,Forlanini
2015-08-01,13.1,Forlanini
2015-07-01,13.3,Forlanini
2015-06-01,13.4,Forlanini
2015-05-01,13.6,Forlanini
2015-04-01,13.0,Forlanini
2015-03-01,12.7,Forlanini
2015-02-01,13.0,Forlanini
2015-01-01,12.7,Forlanini
2014-12-01,12.3,Forlanini
2014-11-01,12.3,Forlanini
2014-10-01,12.5,Forlanini
2014-09-01,12.0,Forlanini
2014-08-01,11.9,Forlanini
2014-07-01,11.8,Forlanini
2014-06-01,11.8,Forlanini
2014-05-01,11.6,Forlanini
2014-04-01,11.7,Forlanini
2014-03-01,11.7,Forlanini
2014-02-01,11.8,Forlanini
2014-01-01,11.7,Forlanini
2013-12-01,12.0,Forlanini
2013-11-01,12.3,Forlanini
2013-10-01,12.4,Forlanini
2013-09-01,,Forlanini
2013-08-01,,Forlanini
2013-07-01,12.2,Forlanini
2013-06-01,12.5,Forlanini
2013-05-01,12.5,Forlanini
2013-04-01,12.6,Forlanini
2023-03-01,25.0,Garibaldi
2023-02-01,25.0,Garibaldi
2023-01-01,24.5,Garibaldi
2022-12-01,23.7,Garibaldi
2022-11-01,23.0,Garibaldi
2022-10-01,23.5,Garibaldi
2022-09-01,22.5,Garibaldi
2022-08-01,22.0,Garibaldi
2022-07-01,22.0,Garibaldi
2022-06-01,22.5,Garibaldi
2022-05-01,22.4,Garibaldi
2022-04-01,22.4,Garibaldi
2022-03-01,22.7,Garibaldi
2022-02-01,22.5,Garibaldi
2022-01-01,22.2,Garibaldi
2021-12-01,21.4,Garibaldi
2021-11-01,20.9,Garibaldi
2021-10-01,20.8,Garibaldi
2021-09-01,20.0,Garibaldi
2021-08-01,20.0,Garibaldi
2021-07-01,20.3,Garibaldi
2021-06-01,20.7,Garibaldi
2021-05-01,20.0,Garibaldi
2021-04-01,20.0,Garibaldi
2021-03-01,20.0,Garibaldi
2021-02-01,20.0,Garibaldi
2021-01-01,20.0,Garibaldi
2020-12-01,20.0,Garibaldi
2020-11-01,20.3,Garibaldi
2020-10-01,20.6,Garibaldi
2020-09-01,20.9,Garibaldi
2020-08-01,21.2,Garibaldi
2020-07-01,21.7,Garibaldi
2020-06-01,22.2,Garibaldi
2020-05-01,23.3,Garibaldi
2020-04-01,23.3,Garibaldi
2020-03-01,23.0,Garibaldi
2020-02-01,23.1,Garibaldi
2020-01-01,22.1,Garibaldi
2019-12-01,21.8,Garibaldi
2019-11-01,21.4,Garibaldi
2019-10-01,20.9,Garibaldi
2019-09-01,20.1,Garibaldi
2019-08-01,20.3,Garibaldi
2019-07-01,20.5,Garibaldi
2019-06-01,21.2,Garibaldi
2019-05-01,21.1,Garibaldi
2019-04-01,21.4,Garibaldi
2019-03-01,21.4,Garibaldi
2019-02-01,20.9,Garibaldi
2019-01-01,20.8,Garibaldi
2018-12-01,20.0,Garibaldi
2018-11-01,20.0,Garibaldi
2018-10-01,19.3,Garibaldi
2018-09-01,19.1,Garibaldi
2018-08-01,19.1,Garibaldi
2018-07-01,19.4,Garibaldi
2018-06-01,20.0,Garibaldi
2018-05-01,19.1,Garibaldi
2018-04-01,19.0,Garibaldi
2018-03-01,19.3,Garibaldi
2018-02-01,19.6,Garibaldi
2018-01-01,20.9,Garibaldi
2017-12-01,21.1,Garibaldi
2017-11-01,19.7,Garibaldi
2017-10-01,18.8,Garibaldi
2017-09-01,18.2,Garibaldi
2017-08-01,18.2,Garibaldi
2017-07-01,18.3,Garibaldi
2017-06-01,18.3,Garibaldi
2017-05-01,18.3,Garibaldi
2017-04-01,18.1,Garibaldi
2017-03-01,18.1,Garibaldi
2017-02-01,18.3,Garibaldi
2017-01-01,19.6,Garibaldi
2016-12-01,20.0,Garibaldi
2016-11-01,18.7,Garibaldi
2016-10-01,17.9,Garibaldi
2016-09-01,17.6,Garibaldi
2016-08-01,17.5,Garibaldi
2016-07-01,17.9,Garibaldi
2016-06-01,18.1,Garibaldi
2016-05-01,18.1,Garibaldi
2016-04-01,18.7,Garibaldi
2016-03-01,19.5,Garibaldi
2016-02-01,20.0,Garibaldi
2016-01-01,18.7,Garibaldi
2015-12-01,18.3,Garibaldi
2015-11-01,16.9,Garibaldi
2015-10-01,16.7,Garibaldi
2015-09-01,16.4,Garibaldi
2015-08-01,16.4,Garibaldi
2015-07-01,16.4,Garibaldi
2015-06-01,16.5,Garibaldi
2015-05-01,16.7,Garibaldi
2015-04-01,16.4,Garibaldi
2015-03-01,16.4,Garibaldi
2015-02-01,16.7,Garibaldi
2015-01-01,16.7,Garibaldi
2014-12-01,16.4,Garibaldi
2014-11-01,16.0,Garibaldi
2014-10-01,16.0,Garibaldi
2014-09-01,15.7,Garibaldi
2014-08-01,15.5,Garibaldi
2014-07-01,15.6,Garibaldi
2014-06-01,15.6,Garibaldi
2014-05-01,15.7,Garibaldi
2014-04-01,15.7,Garibaldi
2014-03-01,15.6,Garibaldi
2014-02-01,15.6,Garibaldi
2014-01-01,15.5,Garibaldi
2013-12-01,15.6,Garibaldi
2013-11-01,15.8,Garibaldi
2013-10-01,15.8,Garibaldi
2013-09-01,,Garibaldi
2013-08-01,,Garibaldi
2013-07-01,15.8,Garibaldi
2013-06-01,15.7,Garibaldi
2013-05-01,16.0,Garibaldi
2013-04-01,16.0,Garibaldi
2023-03-01,19.8,Greco
2023-02-01,19.3,Greco
2023-01-01,18.5,Greco
2022-12-01,18.5,Greco
2022-11-01,18.5,Greco
2022-10-01,18.9,Greco
2022-09-01,18.9,Greco
2022-08-01,18.0,Greco
2022-07-01,17.1,Greco
2022-06-01,16.7,Greco
2022-05-01,16.2,Greco
2022-04-01,16.3,Greco
2022-03-01,16.7,Greco
2022-02-01,17.0,Greco
2022-01-01,17.0,Greco
2021-12-01,16.7,Greco
2021-11-01,16.5,Greco
2021-10-01,17.0,Greco
2021-09-01,16.7,Greco
2021-08-01,16.2,Greco
2021-07-01,16.0,Greco
2021-06-01,16.0,Greco
2021-05-01,15.7,Greco
2021-04-01,15.7,Greco
2021-03-01,15.5,Greco
2021-02-01,15.5,Greco
2021-01-01,16.0,Greco
2020-12-01,16.5,Greco
2020-11-01,16.6,Greco
2020-10-01,16.6,Greco
2020-09-01,16.7,Greco
2020-08-01,17.0,Greco
2020-07-01,17.4,Greco
2020-06-01,18.1,Greco
2020-05-01,19.1,Greco
2020-04-01,19.0,Greco
2020-03-01,18.8,Greco
2020-02-01,19.0,Greco
2020-01-01,18.3,Greco
2019-12-01,18.0,Greco
2019-11-01,17.6,Greco
2019-10-01,17.0,Greco
2019-09-01,16.7,Greco
2019-08-01,17.0,Greco
2019-07-01,16.2,Greco
2019-06-01,16.6,Greco
2019-05-01,16.7,Greco
2019-04-01,17.0,Greco
2019-03-01,16.9,Greco
2019-02-01,16.3,Greco
2019-01-01,16.0,Greco
2018-12-01,15.7,Greco
2018-11-01,15.5,Greco
2018-10-01,15.0,Greco
2018-09-01,14.4,Greco
2018-08-01,14.3,Greco
2018-07-01,14.2,Greco
2018-06-01,14.0,Greco
2018-05-01,14.5,Greco
2018-04-01,14.6,Greco
2018-03-01,14.7,Greco
2018-02-01,14.5,Greco
2018-01-01,15.0,Greco
2017-12-01,15.0,Greco
2017-11-01,14.5,Greco
2017-10-01,14.7,Greco
2017-09-01,14.1,Greco
2017-08-01,14.0,Greco
2017-07-01,13.9,Greco
2017-06-01,13.7,Greco
2017-05-01,13.8,Greco
2017-04-01,13.5,Greco
2017-03-01,13.7,Greco
2017-02-01,13.8,Greco
2017-01-01,13.8,Greco
2016-12-01,13.4,Greco
2016-11-01,13.3,Greco
2016-10-01,13.3,Greco
2016-09-01,12.8,Greco
2016-08-01,12.7,Greco
2016-07-01,12.7,Greco
2016-06-01,12.7,Greco
2016-05-01,13.0,Greco
2016-04-01,12.9,Greco
2016-03-01,12.7,Greco
2016-02-01,12.7,Greco
2016-01-01,12.7,Greco
2015-12-01,12.7,Greco
2015-11-01,12.5,Greco
2015-10-01,12.3,Greco
2015-09-01,12.2,Greco
2015-08-01,12.2,Greco
2015-07-01,12.3,Greco
2015-06-01,12.4,Greco
2015-05-01,12.3,Greco
2015-04-01,12.3,Greco
2015-03-01,12.3,Greco
2015-02-01,12.4,Greco
2015-01-01,12.2,Greco
2014-12-01,12.0,Greco
2014-11-01,11.9,Greco
2014-10-01,11.9,Greco
2014-09-01,11.9,Greco
2014-08-01,11.9,Greco
2014-07-01,11.8,Greco
2014-06-01,11.8,Greco
2014-05-01,11.8,Greco
2014-04-01,11.9,Greco
2014-03-01,12.0,Greco
2014-02-01,11.8,Greco
2014-01-01,11.7,Greco
2013-12-01,11.5,Greco
2013-11-01,12.3,Greco
2013-10-01,12.5,Greco
2013-09-01,,Greco
2013-08-01,,Greco
2013-07-01,12.3,Greco
2013-06-01,12.1,Greco
2013-05-01,12.2,Greco
2013-04-01,12.1,Greco
2023-03-01,23.3,Navigli
2023-02-01,22.9,Navigli
2023-01-01,22.6,Navigli
2022-12-01,22.5,Navigli
2022-11-01,22.0,Navigli
2022-10-01,21.8,Navigli
2022-09-01,21.3,Navigli
2022-08-01,21.0,Navigli
2022-07-01,20.8,Navigli
2022-06-01,20.3,Navigli
2022-05-01,20.0,Navigli
2022-04-01,20.5,Navigli
2022-03-01,21.0,Navigli
2022-02-01,21.1,Navigli
2022-01-01,20.8,Navigli
2021-12-01,20.1,Navigli
2021-11-01,20.0,Navigli
2021-10-01,20.0,Navigli
2021-09-01,19.6,Navigli
2021-08-01,19.1,Navigli
2021-07-01,19.1,Navigli
2021-06-01,19.1,Navigli
2021-05-01,19.0,Navigli
2021-04-01,18.8,Navigli
2021-03-01,19.0,Navigli
2021-02-01,19.3,Navigli
2021-01-01,19.3,Navigli
2020-12-01,19.8,Navigli
2020-11-01,20.0,Navigli
2020-10-01,20.0,Navigli
2020-09-01,20.0,Navigli
2020-08-01,20.0,Navigli
2020-07-01,20.6,Navigli
2020-06-01,21.4,Navigli
2020-05-01,22.2,Navigli
2020-04-01,22.5,Navigli
2020-03-01,22.0,Navigli
2020-02-01,22.0,Navigli
2020-01-01,21.8,Navigli
2019-12-01,21.9,Navigli
2019-11-01,22.0,Navigli
2019-10-01,21.7,Navigli
2019-09-01,21.0,Navigli
2019-08-01,20.8,Navigli
2019-07-01,20.8,Navigli
2019-06-01,20.8,Navigli
2019-05-01,20.7,Navigli
2019-04-01,20.9,Navigli
2019-03-01,20.9,Navigli
2019-02-01,21.3,Navigli
2019-01-01,21.3,Navigli
2018-12-01,20.0,Navigli
2018-11-01,20.0,Navigli
2018-10-01,20.0,Navigli
2018-09-01,20.0,Navigli
2018-08-01,19.3,Navigli
2018-07-01,18.6,Navigli
2018-06-01,18.2,Navigli
2018-05-01,18.4,Navigli
2018-04-01,18.6,Navigli
2018-03-01,18.8,Navigli
2018-02-01,18.9,Navigli
2018-01-01,19.3,Navigli
2017-12-01,18.8,Navigli
2017-11-01,18.2,Navigli
2017-10-01,18.2,Navigli
2017-09-01,18.0,Navigli
2017-08-01,17.7,Navigli
2017-07-01,17.5,Navigli
2017-06-01,17.1,Navigli
2017-05-01,17.0,Navigli
2017-04-01,17.1,Navigli
2017-03-01,17.3,Navigli
2017-02-01,17.5,Navigli
2017-01-01,17.5,Navigli
2016-12-01,17.5,Navigli
2016-11-01,17.8,Navigli
2016-10-01,17.8,Navigli
2016-09-01,17.6,Navigli
2016-08-01,17.4,Navigli
2016-07-01,17.3,Navigli
2016-06-01,17.0,Navigli
2016-05-01,16.8,Navigli
2016-04-01,16.9,Navigli
2016-03-01,17.1,Navigli
2016-02-01,17.0,Navigli
2016-01-01,16.7,Navigli
2015-12-01,16.7,Navigli
2015-11-01,16.7,Navigli
2015-10-01,16.7,Navigli
2015-09-01,16.7,Navigli
2015-08-01,16.5,Navigli
2015-07-01,16.4,Navigli
2015-06-01,16.4,Navigli
2015-05-01,16.7,Navigli
2015-04-01,16.7,Navigli
2015-03-01,16.7,Navigli
2015-02-01,16.7,Navigli
2015-01-01,16.5,Navigli
2014-12-01,16.4,Navigli
2014-11-01,16.4,Navigli
2014-10-01,16.3,Navigli
2014-09-01,16.3,Navigli
2014-08-01,16.0,Navigli
2014-07-01,16.0,Navigli
2014-06-01,15.8,Navigli
2014-05-01,15.6,Navigli
2014-04-01,15.8,Navigli
2014-03-01,16.0,Navigli
2014-02-01,16.0,Navigli
2014-01-01,16.0,Navigli
2013-12-01,16.0,Navigli
2013-11-01,16.0,Navigli
2013-10-01,16.3,Navigli
2013-09-01,,Navigli
2013-08-01,,Navigli
2013-07-01,16.3,Navigli
2013-06-01,16.3,Navigli
2013-05-01,16.1,Navigli
2013-04-01,16.0,Navigli
2023-03-01,20.8,PortaVittoria
2023-02-01,21.3,PortaVittoria
2023-01-01,21.3,PortaVittoria
2022-12-01,21.3,PortaVittoria
2022-11-01,20.8,PortaVittoria
2022-10-01,20.8,PortaVittoria
2022-09-01,20.2,PortaVittoria
2022-08-01,20.0,PortaVittoria
2022-07-01,20.0,PortaVittoria
2022-06-01,20.0,PortaVittoria
2022-05-01,20.0,PortaVittoria
2022-04-01,20.3,PortaVittoria
2022-03-01,20.0,PortaVittoria
2022-02-01,20.0,PortaVittoria
2022-01-01,20.0,PortaVittoria
2021-12-01,19.4,PortaVittoria
2021-11-01,19.9,PortaVittoria
2021-10-01,20.6,PortaVittoria
2021-09-01,20.0,PortaVittoria
2021-08-01,19.1,PortaVittoria
2021-07-01,18.6,PortaVittoria
2021-06-01,18.2,PortaVittoria
2021-05-01,17.8,PortaVittoria
2021-04-01,17.6,PortaVittoria
2021-03-01,17.6,PortaVittoria
2021-02-01,17.8,PortaVittoria
2021-01-01,17.8,PortaVittoria
2020-12-01,18.0,PortaVittoria
2020-11-01,18.5,PortaVittoria
2020-10-01,18.7,PortaVittoria
2020-09-01,19.0,PortaVittoria
2020-08-01,19.1,PortaVittoria
2020-07-01,19.7,PortaVittoria
2020-06-01,20.0,PortaVittoria
2020-05-01,20.0,PortaVittoria
2020-04-01,20.8,PortaVittoria
2020-03-01,20.6,PortaVittoria
2020-02-01,20.5,PortaVittoria
2020-01-01,19.6,PortaVittoria
2019-12-01,19.0,PortaVittoria
2019-11-01,19.2,PortaVittoria
2019-10-01,19.6,PortaVittoria
2019-09-01,19.9,PortaVittoria
2019-08-01,20.0,PortaVittoria
2019-07-01,19.5,PortaVittoria
2019-06-01,19.1,PortaVittoria
2019-05-01,18.7,PortaVittoria
2019-04-01,18.3,PortaVittoria
2019-03-01,18.3,PortaVittoria
2019-02-01,18.6,PortaVittoria
2019-01-01,18.1,PortaVittoria
2018-12-01,18.0,PortaVittoria
2018-11-01,18.0,PortaVittoria
2018-10-01,18.0,PortaVittoria
2018-09-01,18.0,PortaVittoria
2018-08-01,17.8,PortaVittoria
2018-07-01,17.3,PortaVittoria
2018-06-01,17.1,PortaVittoria
2018-05-01,17.5,PortaVittoria
2018-04-01,17.8,PortaVittoria
2018-03-01,17.8,PortaVittoria
2018-02-01,18.0,PortaVittoria
2018-01-01,17.5,PortaVittoria
2017-12-01,17.5,PortaVittoria
2017-11-01,17.5,PortaVittoria
2017-10-01,17.5,PortaVittoria
2017-09-01,17.5,PortaVittoria
2017-08-01,17.3,PortaVittoria
2017-07-01,16.7,PortaVittoria
2017-06-01,16.7,PortaVittoria
2017-05-01,16.3,PortaVittoria
2017-04-01,16.3,PortaVittoria
2017-03-01,16.7,PortaVittoria
2017-02-01,16.7,PortaVittoria
2017-01-01,16.7,PortaVittoria
2016-12-01,16.7,PortaVittoria
2016-11-01,16.5,PortaVittoria
2016-10-01,16.3,PortaVittoria
2016-09-01,16.1,PortaVittoria
2016-08-01,16.1,PortaVittoria
2016-07-01,16.1,PortaVittoria
2016-06-01,16.0,PortaVittoria
2016-05-01,15.9,PortaVittoria
2016-04-01,15.8,PortaVittoria
2016-03-01,15.8,PortaVittoria
2016-02-01,15.8,PortaVittoria
2016-01-01,15.7,PortaVittoria
2015-12-01,15.7,PortaVittoria
2015-11-01,16.0,PortaVittoria
2015-10-01,15.9,PortaVittoria
2015-09-01,15.7,PortaVittoria
2015-08-01,15.7,PortaVittoria
2015-07-01,15.8,PortaVittoria
2015-06-01,15.7,PortaVittoria
2015-05-01,15.8,PortaVittoria
2015-04-01,15.5,PortaVittoria
2015-03-01,15.2,PortaVittoria
2015-02-01,15.4,PortaVittoria
2015-01-01,15.5,PortaVittoria
2014-12-01,15.5,PortaVittoria
2014-11-01,15.4,PortaVittoria
2014-10-01,15.1,PortaVittoria
