source = https://gsapubs.figshare.com/articles/journal_contribution/Supplemental_material_Evolution_of_middle_to_Late_Cretaceous_oceans_A_55_m_y_record_of_Earth_s_temperature_and_carbon_cycle/12527942
tbase = 14°C

Anomaly(°C)	YB 2015
-1.8502666666666663	234165.00000000003
-1.7446666666666655	234964.99999999997
-1.3633333333333333	236144.99999999997
-0.8060000000000009	236884.99999999997
-0.536133333333332	237804.99999999997
-0.7355999999999998	238604.99999999997
-0.436399999999999	239805.0
-0.6006666666666689	240745.0
-0.712133333333334	241605.0
-1.169733333333335	242405.0
-1.3222666666666676	243204.99999999997
-1.9089333333333336	243825.00000000003
-2.3724000000000007	244745.0
-2.730266666666667	245744.99999999997
-2.9649333333333345	246545.0
-3.1702666666666683	247345.0
-3.3462666666666667	248184.99999999997
-3.311066666666669	249024.99999999997
-3.3462666666666667	249825.0
-3.3169333333333313	250625.0
-3.434266666666666	251424.99999999997
-3.2817333333333334	252265.00000000003
-3.2993333333333315	252965.0
-3.3404000000000007	253705.00000000003
-3.2758666666666674	254505.0
-3.1350666666666633	255305.0
-3.152666666666665	256125.0
-2.9062666666666654	256924.99999999994
-2.753733333333333	257765.0
-2.8476	258565.00000000006
-2.8945333333333334	259364.99999999994
-2.8476	260225.00000000003
-2.436933333333334	260965.00000000003
-2.4604000000000017	261584.99999999997
-2.4721333333333337	262385.0
-2.7009333333333334	263185.0
-2.5542666666666687	263825.0
-3.1820000000000004	264485.0
-3.3404000000000007	265265.0
-3.2875999999999994	265865.0
-3.0764000000000014	266665.0
-3.1643999999999988	267585.00000000006
-3.0587999999999997	268385.0
-3.0646666666666693	269405.00000000006
-3.2524000000000033	270405.00000000006
-3.011866666666668	271285.0
-2.794800000000004	271945.0
-2.454533333333332	272984.99999999994
-2.3782666666666668	273785.0
-2.2726666666666677	274585.0
-2.167066666666667	275685.0
-1.985199999999999	276685.0
-2.1142666666666674	277645.00000000006
-1.9265333333333334	278945.0
-1.7329333333333317	280344.99999999994
-1.5745333333333331	281565.0
-1.774000000000001	282765.0
-1.568666666666667	284164.99999999994
-1.703599999999998	285104.99999999994
-1.6214666666666684	286104.99999999994
-1.5569333333333333	287305.0
-1.486533333333334	288705.0
-1.6918666666666677	289705.0
-1.7681333333333331	291065.00000000006
-1.9382666666666672	292285.0
-2.272666666666666	293485.0
-2.4252000000000002	294485.0
-2.4897333333333336	295385.0
-2.642266666666666	296385.0
-2.542533333333333	297565.0
-2.759599999999999	298365.0
-2.648133333333332	299525.0
-2.742000000000001	300825.00000000006
-2.436933333333334	301825.0
-2.290266666666666	302825.00000000006
-1.979333333333333	304005.0
-1.8444000000000003	305245.0
-1.6038666666666668	306245.0
-1.2987999999999982	307545.0
-0.9820000000000011	308945.0
-0.9057333333333322	310164.99999999994
-0.8118666666666687	311605.0
-0.6945333333333341	313205.00000000006
-0.9702666666666673	314305.0
-1.1521333333333335	315505.00000000006
-0.7649333333333317	317085.00000000006
-0.8764000000000003	318045.0
-1.1345333333333336	318845.0
-0.6710666666666665	320045.0
-0.6475999999999988	321245.0
-0.5537333333333336	322165.0
-0.17239999999999966	323165.0
0.17960000000000065	324565.0
0.09746666666666748	325765.0
0.3139999999999965	326804.99999999994
0.07399999999999984	328105.0
-0.1372	329505.0
0.021199999999998553	330705.0
-0.060933333333334616	331865.0
-0.40119999999999933	333025.00000000006
-0.6828000000000003	334025.00000000006
-0.917466666666666	335365.00000000006
-1.3633333333333333	336765.00000000006
-1.779866666666667	338005.0
-2.3371999999999993	339105.00000000006
-2.7830666666666684	340105.0
-3.3932	340965.00000000006
-3.1409333333333347	341765.0
-3.328666666666667	342564.99999999994
-3.1820000000000004	343305.0
-3.334533333333333	344305.0
-3.070533333333332	345105.0
-3.6337333333333337	345904.99999999994
-3.387333333333334	346904.99999999994
-3.3697333333333344	347865.0
-3.3228000000000026	348725.0
-3.3521333333333327	349724.99999999994
-3.1937333333333324	350725.0
-3.5750666666666646	351525.0
-3.504666666666667	352445.0
-3.2348000000000017	353385.0
-3.1057333333333332	354185.0
-3.146799999999999	354784.9999999999
-3.1057333333333332	355385.0
-2.9590666666666685	356045.0
-3.1702666666666683	356445.00000000006
-3.094000000000001	357244.99999999994
-2.9238666666666635	358044.99999999994
-2.7009333333333334	358844.99999999994
-2.8886666666666674	359505.0
-2.736133333333335	360505.0
-2.607066666666668	361105.0
-2.6657333333333355	361904.99999999994
-2.5190666666666672	362904.99999999994
-2.4897333333333336	363865.0
-2.3254666666666672	364664.99999999994
-2.6657333333333355	365265.00000000006
-2.7713333333333345	365825.00000000006
-2.6774666666666675	366424.99999999994
-2.519066666666669	367025.00000000006
-2.6364	367525.00000000006
-2.5660000000000007	368645.00000000006
-2.354800000000001	369685.0
-2.4428000000000036	370484.9999999999
-2.5014666666666656	371544.9999999999
-2.425200000000002	372844.99999999994
-2.255066666666668	373724.99999999994
-2.3841333333333345	374745.0
-2.354800000000001	375945.0
-2.3430666666666653	377265.00000000006
-2.2726666666666677	378265.0
-2.23746666666667	379465.0000000001
-2.0673333333333357	380685.00000000006
-2.002799999999997	381885.0
-1.897199999999998	382705.0
-1.8150666666666666	384005.0
-1.803333333333331	385205.0
-1.5217333333333336	386364.99999999994
-1.4806666666666661	387365.0
-1.3398666666666674	388525.0
-1.3164000000000016	389625.0
-1.1814666666666653	390645.00000000006
-1.2166666666666668	391844.99999999994
-0.9585333333333335	393244.99999999994
-0.8294666666666668	394564.99999999994
-0.577200000000003	395744.9999999999
-0.530266666666666	396724.99999999994
-0.3836000000000013	397465.0
-0.2545333333333346	398265.0
0.050533333333333985	399165.00000000006
0.15026666666666522	399784.99999999994
0.9753333333333352	400525.0
1.0926666666666662	401444.99999999994
1.1353333333333318	402245.0
0.825999999999997	402984.99999999994
1.1993333333333318	403785.0
0.8473333333333315	404645.0
0.3246666666666691	405185.00000000006
0.0035999999999987153	405885.0000000001
0.050533333333333985	406565.0
-0.3836000000000013	407364.99999999994
-0.5009333333333341	408165.0
-0.30733333333333235	408964.99999999994
-0.40706666666666536	409584.99999999994
-0.31906666666666617	410385.0
-0.1548000000000016	410984.99999999994
-0.9937333333333314	411484.99999999994
-0.9350666666666658	412084.99999999994
-0.723866666666666	413165.0
-1.6859999999999982	414005.00000000006
-2.5484000000000027	415184.99999999994
-1.5276000000000014	416285.0
-1.8972000000000016	417485.0
-2.7830666666666684	418245.0
-2.0849333333333337	419005.0
-1.873733333333334	419425.0
-2.1318666666666655	420424.99999999994
-1.985199999999999	421224.99999999994
-1.4982666666666677	422065.0
-1.6038666666666668	423064.99999999994
-1.8502666666666663	424265.00000000006
-2.5718666666666667	425085.0
-3.176133333333331	426085.0
-3.5633333333333326	426885.00000000006
-4.050266666666666	427885.0
-3.927066666666665	428885.0
-3.780400000000002	429705.00000000006
-3.903599999999999	430505.00000000006
-4.1324000000000005	431305.0
-4.249733333333335	432185.0
-4.191066666666668	433185.0
-4.455066666666664	434145.0
-4.660400000000003	434945.0
-4.367066666666666	436145.00000000006
-4.443333333333332	437265.0
-4.7249333333333325	438065.0
-4.355333333333334	439064.99999999994
-4.050266666666667	440205.0000000001
-4.067866666666665	441405.00000000006
-4.032666666666669	442205.00000000006
-3.668933333333335	443205.0
-3.880133333333333	444064.99999999994
-3.9446666666666665	445124.99999999994
-3.856666666666669	445925.0
-3.516399999999999	447125.0
-3.6044	448525.00000000006
-3.82733333333333	449865.0
-3.516399999999999	450984.99999999994
-3.2523999999999997	452185.0
-3.052933333333332	453085.0
-3.1878666666666664	453685.0
-2.953199999999999	454485.0
-2.8123999999999985	455505.0
-2.835866666666666	456705.0
-3.2054666666666662	457804.99999999994
-3.1820000000000004	459004.99999999994
-3.0412	460064.99999999994
-3.1409333333333347	461325.00000000006
-3.322800000000001	462125.0
-3.2582666666666658	463025.0
-2.923866666666667	463825.0
-2.929733333333333	464965.0
-3.0059999999999985	465765.0000000001
-2.730266666666667	466685.0
-2.835866666666666	467585.00000000006
-3.111600000000003	468784.99999999994
-3.4284000000000017	469585.00000000006
-3.3638666666666683	470384.99999999994
-3.228933333333334	471125.00000000006
-2.9532000000000025	472124.99999999994
-2.4721333333333337	472925.0
-1.6508000000000003	473905.00000000006
-1.6390666666666664	474704.99999999994
-1.7916000000000007	475844.99999999994
-1.6097333333333346	476945.0
-1.762266666666667	477945.00000000006
-2.2843999999999998	478765.0
-2.354800000000001	479764.99999999994
-2.2961333333333336	480565.0
-2.178799999999999	481265.0
-2.0849333333333337	481865.00000000006
-1.7505333333333333	482664.99999999994
-1.4395999999999987	483445.00000000006
-1.4044000000000008	484044.99999999994
-1.691866666666666	484445.0
-1.586266666666667	485245.0
-1.2577333333333343	486044.99999999994
-1.210799999999999	486664.99999999994
-0.9702666666666655	487664.9999999999
-0.8822666666666663	488945.0
-0.7649333333333335	489945.0
-0.9702666666666673	490745.00000000006
-1.111066666666666	491745.0
-1.1638666666666673	492745.0
-0.9819999999999993	493664.99999999994
-1.0230666666666668	494664.99999999994
-1.3809333333333331	495724.99999999994
-1.2342666666666666	496724.99999999994
-1.3809333333333331	497724.9999999999
-1.5158666666666676	498724.99999999994
-1.580400000000001	499725.00000000006
-1.392666666666667	500865.0000000001
-1.5099999999999998	502065.0
-1.6977333333333338	503065.0
-2.102533333333332	504025.0
-2.0379999999999985	504825.0000000001
-2.0438666666666663	505825.0
-2.0732	506625.0
-1.9969333333333346	507825.0
-1.7681333333333349	508865.0
-1.9910666666666685	510065.0
-2.1377333333333333	511065.0
-2.102533333333332	512665.00000000006
-2.219866666666668	513665.00000000006
-2.4193333333333342	514825.00000000006
-2.513200000000001	515825.00000000006
-2.4955999999999996	517225.0
-2.4134666666666647	518225.0
-2.2961333333333336	519625.0000000001
-2.0203999999999986	521065.00000000006
-1.7387999999999995	522664.99999999994
-1.5686666666666653	523865.0
-1.7387999999999977	525265.0000000001
-2.061466666666668	526565.0
-1.9441333333333333	527765.0000000001
-2.0732	528965.0000000001
-2.2726666666666677	530165.0000000001
-2.3606666666666687	531565.0000000001
-1.9148000000000014	532865.0000000001
-2.155333333333335	534065.0
-2.3665333333333347	535865.0000000001
-2.513200000000001	537465.0000000001
-2.595333333333336	538665.0000000001
-2.8945333333333334	539905.0000000002
-2.9708000000000023	541505.0
-2.912133333333335	542505.0000000001
-3.058799999999998	543505.0000000001
-3.0939999999999994	544905.0000000001
-3.3286666666666687	546265.0000000001
-3.2641333333333318	547465.0
-3.322800000000001	548865.0000000001
-2.947333333333333	550665.0000000001
-3.1996	551865.0000000001
-2.947333333333333	553045.0000000001
-2.929733333333335	554245.0
-2.7596000000000025	555445.0000000001
-3.0001333333333324	556245.0000000001
-2.6070666666666646	557445.0
-2.3606666666666634	558865.0000000001
-2.2433333333333323	560465.0000000001
-2.4310666666666663	561865.0000000001
-1.9206666666666656	563665.0
-1.6625333333333323	565185.0000000001
-1.7153333333333336	566385.0
-1.5217333333333336	567725.0
-1.0934666666666661	568925.0
-1.2812000000000001	569725.0000000001
-1.304666666666666	570605.0000000001
-1.2577333333333343	571705.0
-1.2342666666666666	572365.0000000001
-1.2401333333333326	573165.0
-0.9937333333333314	574165.0000000001
-0.618266666666667	575165.0
-0.31319999999999837	576065.0
-0.530266666666666	577065.0
-0.5244	578065.0
-0.7003999999999984	578865.0
-1.0641333333333325	579565.0
-1.2635999999999985	580385.0
-1.304666666666666	581185.0000000001
-1.4689333333333323	581985.0
-1.4044000000000008	582905.0
-1.856133333333334	583805.0
-2.0438666666666663	584785.0
-2.0028000000000006	585785.0000000001
-1.850266666666668	586645.0000000001
-1.9499999999999993	587685.0000000001
-1.4689333333333323	588985.0
-1.2870666666666661	589985.0
-1.275333333333334	590785.0000000001
-1.2694666666666663	591725.0
-1.0465333333333344	592845.0000000001
-0.9996000000000009	593745.0
-1.011333333333333	594545.0000000002
-0.8705333333333343	595345.0000000001
-0.9937333333333349	595945.0
-1.2401333333333326	596065.0
-1.4161333333333346	596065.0
-1.3164000000000016	596204.9999999999
-1.3339999999999996	597005.0
-0.9995999999999992	597985.0
-0.9702666666666673	598985.0
-1.2929333333333322	599985.0
-1.5627999999999993	601445.0
-1.3633333333333333	602444.9999999999
-1.9499999999999993	603465.0
-2.0203999999999986	604865.0
-1.556933333333335	606505.0
-1.4102666666666686	607705.0
-1.3046666666666678	609105.0000000001
-0.9878666666666689	610305.0000000001
-1.2108000000000008	611105.0000000001
-1.1873333333333331	612065.0
-1.023066666666665	613144.9999999999
-1.0700000000000003	613945.0000000001
-1.0348000000000006	614865.0000000001
-0.1548000000000016	615865.0000000001
0.062266666666666026	616865.0
-0.25453333333333283	617625.0000000001
-0.4364000000000008	618425.0000000001
-0.4950666666666663	619105.0000000001
-1.2166666666666668	619925.0000000002
-1.6273333333333326	620725.0
-1.8796000000000017	621485.0
-2.2961333333333336	622285.0000000001
-2.4779999999999998	623285.0000000001
-2.918000000000001	624465.0
-3.1585333333333363	625465.0
-3.3756000000000004	626465.0000000001
-3.7276000000000007	627265.0
-4.161733333333334	628265.0
-3.8390666666666675	629064.9999999999
-4.249733333333335	629865.0000000002
-4.4198666666666675	630665.0000000001
-4.284933333333338	632065.0
-4.402266666666668	633265.0000000001
-4.8187999999999995	634265.0000000001
-4.525466666666665	635465.0
-4.284933333333338	637045.0000000001
-4.3142666666666685	638045.0000000001
-4.185200000000002	639105.0
-3.8156	640305.0
-3.94466666666667	641505.0000000001
-3.9329333333333345	642385.0000000001
-3.5398666666666685	643585.0
-3.399066666666668	644925.0000000001
-3.6513333333333335	646125.0000000001
-3.3462666666666703	647125.0
-3.3873333333333324	648665.0000000001
-3.4635999999999996	650065.0
-3.5046666666666653	651665.0000000001
-3.1878666666666664	653465.0000000001
-3.387333333333334	655105.0000000001
-3.2875999999999994	656665.0000000001
-3.2641333333333318	658065.0000000001
-3.2230666666666643	658865.0000000001
-3.422533333333334	659965.0000000002
-3.1409333333333347	661325.0000000001
-3.123333333333335	662165.0000000001
-3.2758666666666674	663445.0
-3.2289333333333357	665005.0
-2.9003999999999994	666105.0000000001
-3.0939999999999994	666905.0000000001
-2.935600000000001	668265.0000000001
-2.58946666666667	669185.0000000001
-2.542533333333333	670025.0000000002
-2.4838666666666676	671045.0000000002
-2.753733333333333	672245.0000000001
-2.6481333333333357	673085.0
-2.601200000000002	674025.0
-2.5542666666666687	674825.0
-2.9766666666666666	675605.0000000001
-2.313733333333335	676485.0000000001
-2.3782666666666668	677485.0000000001
-2.753733333333333	678345.0000000001
-2.4252000000000002	679345.0000000001
-2.1964000000000024	680545.0000000001
-2.067333333333334	681605.0000000001
-1.9499999999999993	682405.0000000002
-1.2929333333333357	683405.0000000001
-1.5334666666666656	684405.0
-1.0700000000000003	685085.0
-1.193200000000001	685945.0
-0.8646666666666665	686945.0
-0.9350666666666658	687945.0
-0.6358666666666686	689145.0000000001
-0.7590666666666657	690265.0
-0.5185333333333322	691465.0
-0.5244	692464.9999999999
-0.536133333333332	693665.0000000001
-0.6123999999999992	694464.9999999999
-0.5595999999999997	695624.9999999999
-0.8939999999999984	696825.0
-0.9291999999999998	698224.9999999999
-1.011333333333333	699225.0
-1.0700000000000003	700825.0000000001
-1.4161333333333346	702065.0
-1.193200000000001	703065.0
-1.4513333333333325	704425.0000000001
-1.8385333333333325	705825.0000000001
-2.1260000000000012	707425.0
-2.1318666666666672	709225.0
-2.6188000000000002	710825.0
-2.5777333333333345	712265.0
-2.8945333333333334	713665.0
-2.9003999999999994	714465.0000000001
-3.099866666666667	715165.0
-3.2113333333333323	716564.9999999999
-3.510533333333333	717564.9999999999
-3.2113333333333323	719164.9999999999
-3.264133333333337	720665.0000000001
-3.129200000000001	722165.0
-2.6950666666666674	723165.0000000001
-2.724400000000001	724545.0000000001
-2.6481333333333357	725545.0
-2.360666666666667	726845.0
-2.2140000000000004	728125.0
-2.4428	729525.0
-2.067333333333334	730925.0000000001
-1.9441333333333333	732125.0000000001
-1.9147999999999996	733324.9999999999
-2.0204000000000004	734445.0
-1.9030666666666676	735844.9999999999
-2.1494666666666653	737064.9999999999
-2.1729333333333347	738444.9999999999
-2.3782666666666668	739844.9999999999
-2.3313333333333333	741445.0
-2.3724000000000007	742605.0000000001
-2.419333333333336	743605.0000000001
-2.642266666666666	744985.0000000002
-2.5718666666666667	745985.0000000002
-2.8065333333333324	747444.9999999999
-2.8652000000000015	748885.0000000001
-3.011866666666668	750845.0
-2.9942666666666664	752285.0
-3.3051999999999992	753685.0000000001
-3.1468000000000007	754625.0000000001
-3.211333333333336	755625.0000000002
-3.3404000000000007	756265.0
-3.399066666666668	756925.0000000001
-3.176133333333336	757925.0000000001
-3.287600000000001	758724.9999999999
-3.070533333333332	759525.0000000001
-2.8476	760285.0000000001
-2.5601333333333347	761225.0000000001
-2.4955999999999996	762025.0
-2.407600000000002	763085.0
-2.513200000000001	764085.0
-2.4134666666666647	765145.0
-2.448666666666666	766145.0
-2.4193333333333342	766944.9999999999
-2.313733333333335	767685.0000000001
-2.1788000000000007	768885.0000000001
-2.0379999999999985	770285.0
-2.0204000000000004	771685.0000000001
-1.779866666666667	773285.0000000001
-1.4513333333333325	775045.0000000001
-1.2812000000000001	776645.0000000001
-1.1345333333333336	777825.0000000001
-0.6945333333333341	779625.0000000001
-0.629999999999999	781225.0000000001
-0.7297333333333356	782625.0000000001
-0.8646666666666665	784225.0
-1.1169333333333338	785825.0000000001
-1.7094666666666676	786625.0000000001
-1.9030666666666676	787825.0000000001
-2.47213333333333	789064.9999999999
-2.6716000000000015	789865.0
-2.9766666666666666	790865.0000000002
-3.052933333333332	792465.0000000001
-3.3521333333333327	793665.0000000003
-3.2054666666666662	794785.0000000002
-3.2993333333333332	795925.0
-3.217200000000002	797205.0
-3.1526666666666667	798005.0
-3.123333333333335	798805.0
-2.941466666666667	800185.0
-2.935600000000001	801445.0
-2.742000000000001	802565.0
-2.824133333333334	803764.9999999999
-2.8886666666666674	805165.0000000001
-2.8945333333333334	806065.0
-2.5601333333333347	806905.0000000001
-2.2550666666666697	808105.0000000001
-1.897199999999998	809305.0000000002
-1.650800000000002	810305.0000000002
-1.5510666666666673	811905.0000000002
-1.7446666666666655	813465.0
-1.785733333333333	814905.0
-1.9148000000000014	816505.0000000001
-1.6214666666666648	818504.9999999999
-1.5627999999999993	820105.0
-1.4748	821705.0
-1.5158666666666658	823125.0
-1.3985333333333347	824725.0
-1.5158666666666676	826725.0000000001
-1.6449333333333342	828325.0
-1.592133333333333	830465.0
-1.5745333333333331	832605.0000000001
-1.5510666666666673	834205.0
-1.486533333333334	835805.0000000001
-1.2577333333333343	837405.0
-0.9174666666666678	839065.0000000001
-0.7884000000000011	840465.0000000001
-0.6828000000000003	842065.0
-0.6065333333333349	843624.9999999999
-0.5244	845224.9999999999
-0.8881333333333341	846825.0
-0.917466666666666	848625.0
-0.7414666666666658	850365.0000000001
-0.8470666666666666	852005.0
-0.8940000000000019	854365.0
-0.3014666666666663	856165.0000000001
-0.36599999999999966	857765.0000000001
-0.8588000000000005	859685.0
-0.8529333333333327	861285.0000000001
-1.2518666666666682	862325.0
-1.8326666666666664	863885.0
-2.1142666666666674	865485.0
-2.3430666666666653	867425.0000000001
-2.8886666666666656	869025.0000000001
-3.035333333333334	870625.0
-3.4694666666666656	872265.0000000001
-3.5868	874285.0000000001
-3.5691999999999986	875885.0000000001
-3.0822666666666674	877725.0
-2.9766666666666666	879925.0000000002
-3.0646666666666658	881525.0000000001
-3.029466666666668	882765.0000000001
-2.8828000000000014	884165.0000000002
-3.217200000000002	885525.0
-3.152666666666665	886725.0
-3.0236	887925.0000000002
-2.7830666666666666	889145.0000000001
-2.853466666666666	890145.0
-2.7947999999999986	891145.0
