source = http://www.lorraine-lisiecki.com/LR04stack.txt

Anomaly(°C)	YB 2015
-3.4459999999999997	270065.0
-3.416666666666666	271065.0
-3.2406666666666677	272065.0
-3.2406666666666677	273065.0
-3.0646666666666658	274065.0
-3.0646666666666658	275065.0
-2.83	276065.0
-3.2406666666666677	277065.0
-2.859333333333332	278065.0
-2.624666666666668	279065.0
-2.360666666666667	280065.0
-2.5660000000000007	281065.0
-1.8913333333333338	282065.0
-1.568666666666667	283065.0
-1.5393333333333334	284065.0
-1.4806666666666661	285065.0
-1.4220000000000006	286065.0
-1.6273333333333344	287065.0
-2.0086666666666666	288065.0
-2.1259999999999994	289065.0
-2.2433333333333323	290065.0
-2.2726666666666677	291065.0
-2.741999999999999	292065.0
-2.5953333333333326	293065.0
-2.918000000000001	294065.0
-2.859333333333332	295065.0
-2.624666666666668	296065.0
-2.83	297065.0
-2.448666666666666	298065.0
-2.624666666666668	299065.0
-2.0086666666666666	300065.0
-2.1259999999999994	301065.0
-2.1259999999999994	302065.0
-1.9499999999999993	303065.0
-2.155333333333335	304065.0
-2.155333333333335	305065.0
-2.096666666666666	306065.0
-1.9499999999999993	307065.0
-1.5099999999999998	308065.0
-1.5393333333333334	309065.0
-1.3633333333333333	310065.0
-1.0700000000000003	311065.0
-1.3339999999999996	312065.0
-1.0406666666666666	313065.0
-1.275333333333334	314065.0
-0.8353333333333346	315065.0
-1.0406666666666666	316065.0
-1.6273333333333344	317065.0
-1.2459999999999987	318065.0
-0.718	319065.0
-0.9526666666666674	320065.0
-0.5713333333333335	321065.0
-0.5713333333333335	322065.0
-0.3953333333333333	323065.0
0.4633333333333347	324065.0
0.07399999999999984	325065.0
0.3566666666666656	326065.0
0.41000000000000014	327065.0
0.3566666666666656	328065.0
0.5700000000000003	329065.0
0.1033333333333335	330065.0
0.13266666666666715	331065.0
-0.16066666666666762	332065.0
-0.13133333333333397	333065.0
-0.5126666666666662	334065.0
-1.2166666666666668	335065.0
-2.1846666666666668	336065.0
-2.624666666666668	337065.0
-2.448666666666666	338065.0
-3.1820000000000004	339065.0
-3.709999999999999	340065.0
-4.414	341065.0
-4.384666666666668	342065.0
-4.296666666666667	343065.0
-4.179333333333332	344065.0
-4.267333333333333	345065.0
-3.9446666666666665	346065.0
-3.504666666666667	347065.0
-3.387333333333334	348065.0
-3.768666666666668	349065.0
-3.915333333333333	350065.0
-3.827333333333332	351065.0
-3.328666666666667	352065.0
-3.328666666666667	353065.0
-3.123333333333335	354065.0
-3.680666666666667	355065.0
-3.2993333333333332	356065.0
-3.5633333333333326	357065.0
-3.6513333333333335	358065.0
-3.387333333333334	359065.0
-3.5340000000000007	360065.0
-3.416666666666666	361065.0
-3.416666666666666	362065.0
-3.504666666666667	363065.0
-3.006000000000002	364065.0
-3.2993333333333332	365065.0
-2.8886666666666674	366065.0
-3.035333333333334	367065.0
-3.123333333333335	368065.0
-3.0646666666666658	369065.0
-3.006000000000002	370065.0
-2.741999999999999	371065.0
-3.1820000000000004	372065.0
-2.8006666666666664	373065.0
-2.947333333333333	374065.0
-2.536666666666667	375065.0
-2.5660000000000007	376065.0
-2.536666666666667	377065.0
-2.507333333333335	378065.0
-2.448666666666666	379065.0
-2.507333333333335	380065.0
-2.3900000000000006	381065.0
-2.096666666666666	382065.0
-2.3019999999999996	383065.0
-2.1846666666666668	384065.0
-2.360666666666667	385065.0
-2.0086666666666666	386065.0
-1.9206666666666674	387065.0
-1.7153333333333336	388065.0
-1.6273333333333344	389065.0
-1.8326666666666664	390065.0
-1.9499999999999993	391065.0
-1.862	392065.0
-1.5393333333333334	393065.0
-1.7153333333333336	394065.0
-1.2459999999999987	395065.0
-1.1286666666666676	396065.0
-0.3953333333333333	397065.0
-0.6006666666666671	398065.0
-0.42466666666666697	399065.0
0.044666666666667965	400065.0
0.5166666666666657	401065.0
0.6766666666666659	402065.0
0.783333333333335	403065.0
0.5166666666666657	404065.0
0.9966666666666661	405065.0
0.5700000000000003	406065.0
0.4633333333333347	407065.0
0.6766666666666659	408065.0
0.41000000000000014	409065.0
0.783333333333335	410065.0
0.13266666666666715	411065.0
0.07399999999999984	412065.0
-0.13133333333333397	413065.0
-0.21933333333333316	414065.0
-0.21933333333333316	415065.0
-0.5126666666666662	416065.0
-0.6886666666666663	417065.0
-1.2166666666666668	418065.0
-1.392666666666667	419065.0
-1.275333333333334	420065.0
-1.5099999999999998	421065.0
-1.774000000000001	422065.0
-2.0086666666666666	423065.0
-1.7153333333333336	424065.0
-2.83	425065.0
-3.416666666666666	426065.0
-2.83	427065.0
-4.061999999999999	428065.0
-4.6193333333333335	429065.0
-4.824666666666669	430065.0
-5.030000000000001	431065.0
-5.030000000000001	432065.0
-5.118000000000002	433065.0
-5.118000000000002	434065.0
-4.942	435065.0
-5.0886666666666684	436065.0
-4.590000000000002	437065.0
-4.267333333333333	438065.0
-4.502000000000001	439065.0
-4.179333333333332	440065.0
-4.736666666666668	441065.0
-4.766	442065.0
-4.6193333333333335	443065.0
-4.355333333333334	444065.0
-4.6193333333333335	445065.0
-4.355333333333334	446065.0
-3.4459999999999997	447065.0
-4.208666666666666	448065.0
-4.091333333333335	449065.0
-4.15	450065.0
-3.6513333333333335	451065.0
-4.091333333333335	452065.0
-3.5926666666666662	453065.0
-3.709999999999999	454065.0
-3.1526666666666667	455065.0
-3.768666666666668	456065.0
-3.798	457065.0
-3.5633333333333326	458065.0
-3.798	459065.0
-3.5926666666666662	460065.0
-3.680666666666667	461065.0
-3.7393333333333345	462065.0
-3.7393333333333345	463065.0
-3.2406666666666677	464065.0
-3.6220000000000017	465065.0
-3.2993333333333332	466065.0
-3.2406666666666677	467065.0
-3.0646666666666658	468065.0
-3.4459999999999997	469065.0
-2.918000000000001	470065.0
-2.6833333333333336	471065.0
-2.8886666666666674	472065.0
-3.006000000000002	473065.0
-3.0939999999999994	474065.0
-2.9766666666666666	475065.0
-2.83	476065.0
-2.741999999999999	477065.0
-2.5953333333333326	478065.0
-2.3019999999999996	479065.0
-2.3019999999999996	480065.0
-2.448666666666666	481065.0
-1.979333333333333	482065.0
-1.862	483065.0
-1.3339999999999996	484065.0
-1.392666666666667	485065.0
-1.2459999999999987	486065.0
-1.1286666666666676	487065.0
-0.9819999999999993	488065.0
-0.7766666666666673	489065.0
-0.6006666666666671	490065.0
-0.3953333333333333	491065.0
-0.8646666666666665	492065.0
-1.1286666666666676	493065.0
-1.4513333333333343	494065.0
-1.4513333333333343	495065.0
-1.4513333333333343	496065.0
-1.011333333333333	497065.0
-1.4220000000000006	498065.0
-1.2166666666666668	499065.0
-1.4806666666666661	500065.0
-1.304666666666666	501065.0
-1.2166666666666668	502065.0
-1.392666666666667	503065.0
-1.686	504065.0
-1.5393333333333334	505065.0
-1.979333333333333	506065.0
-1.7446666666666673	507065.0
-2.4193333333333342	508065.0
-2.1259999999999994	509065.0
-2.360666666666667	510065.0
-2.1259999999999994	511065.0
-2.5953333333333326	512065.00000000006
-2.6833333333333336	513065.00000000006
-2.2433333333333323	514065.00000000006
-2.2433333333333323	515065.00000000006
-1.979333333333333	516065.00000000006
-1.8326666666666664	517065.00000000006
-2.155333333333335	518065.00000000006
-1.8326666666666664	519065.00000000006
-1.8033333333333346	520065.00000000006
-1.686	521065.00000000006
-1.597999999999999	522065.00000000006
-1.7446666666666673	523065.00000000006
-1.4513333333333343	524065.00000000006
-1.7153333333333336	525065.0
-1.862	526065.0
-1.8326666666666664	527065.0
-1.7153333333333336	528065.0
-1.9206666666666674	529065.0
-1.862	530065.0
-1.7153333333333336	531065.0
-1.979333333333333	532065.0
-2.2726666666666677	533065.0
-2.741999999999999	534065.0
-2.8006666666666664	535065.0
-3.5633333333333326	536065.0
-3.2113333333333323	537065.0
-3.5340000000000007	538065.0
-3.3580000000000023	539065.0
-3.504666666666667	540065.0
-3.416666666666666	541065.0
-3.2700000000000014	542065.0
-3.2700000000000014	543065.0
-3.2993333333333332	544065.0
-3.2113333333333323	545065.0
-3.4459999999999997	546065.0
-3.504666666666667	547065.0
-3.5633333333333326	548065.0
-3.504666666666667	549065.0
-3.416666666666666	550065.0
-3.2700000000000014	551065.0
-3.4753333333333316	552065.0
-3.2993333333333332	553065.0
-2.8006666666666664	554065.0
-2.6833333333333336	555065.0
-3.0939999999999994	556065.0
-2.9766666666666666	557065.0
-2.6833333333333336	558065.0
-2.448666666666666	559065.0
-2.360666666666667	560065.0
-2.5660000000000007	561065.0
-2.360666666666667	562065.0
-2.448666666666666	563065.0
-1.979333333333333	564065.0
-1.8326666666666664	565065.0
-1.5393333333333334	566065.0
-1.774000000000001	567065.0
-1.9499999999999993	568065.0
-1.862	569065.0
-1.686	570065.0
-1.6273333333333344	571065.0
-0.7473333333333336	572065.0
-0.9233333333333338	573065.0
-1.1579999999999995	574065.0
-0.16066666666666762	575065.0
-0.36599999999999966	576065.0
-0.42466666666666697	577065.0
-0.4833333333333343	578065.0
-0.6886666666666663	579065.0
-1.0406666666666666	580065.0
-1.9499999999999993	581065.0
-2.3313333333333333	582065.0
-2.8006666666666664	583065.0
-2.859333333333332	584065.0
-2.918000000000001	585065.0
-2.4779999999999998	586065.0
-2.2726666666666677	587065.0
-2.507333333333335	588065.0
-2.155333333333335	589065.0
-2.2140000000000004	590065.0
-2.155333333333335	591065.0
-2.0086666666666666	592065.0
-1.9206666666666674	593065.0
-1.6566666666666663	594065.0
-1.597999999999999	595065.0
-1.6273333333333344	596065.0
-1.3633333333333333	597065.0
-1.9206666666666674	598065.0
-2.0086666666666666	599065.0
-2.155333333333335	600065.0
-1.862	602065.0
-1.275333333333334	604065.0
-1.3633333333333333	606065.0
-1.3633333333333333	608065.0
-0.4540000000000006	610065.0
-0.5419999999999998	612065.0
-0.5713333333333335	614065.0
-0.9526666666666674	616065.0
-1.392666666666667	618065.0
-2.2140000000000004	620065.0
-2.859333333333332	622065.0
-3.798	624065.0
-4.590000000000002	626065.0
-4.9126666666666665	628065.0
-5.118000000000002	630065.0
-5.030000000000001	632065.0
-4.678000000000001	634065.0
-4.883333333333333	636065.0
-4.296666666666667	638065.0
-4.9126666666666665	640065.0
-4.15	642065.0
-3.9446666666666665	644065.0
-4.061999999999999	646065.0
-4.15	648065.0
-4.0326666666666675	650065.0
-4.267333333333333	652065.0
-4.208666666666666	654065.0
-3.6220000000000017	656065.0
-3.6513333333333335	658065.0
-3.827333333333332	660065.0
-4.296666666666667	662065.0
-3.6513333333333335	664065.0
-3.416666666666666	666065.0
-3.856666666666669	668065.0
-3.1820000000000004	670065.0
-3.4753333333333316	672065.0
-3.2993333333333332	674065.0
-3.123333333333335	676065.0
-2.7126666666666654	678065.0
-2.360666666666667	680065.0
-2.3900000000000006	682065.0
-2.0380000000000003	684065.0
-2.3313333333333333	686065.0
-1.8033333333333346	688065.0
-1.0700000000000003	690065.0
-1.099333333333334	692065.0
-0.8940000000000001	694065.0
-0.4833333333333343	696065.0
-0.6886666666666663	698065.0
-0.9233333333333338	700065.0
-1.2459999999999987	702065.0
-1.4806666666666661	704065.0
-1.7446666666666673	706065.0
-2.0380000000000003	708065.0
-1.8913333333333338	710065.0
-2.1259999999999994	712065.0
-2.8006666666666664	714065.0
-3.7393333333333345	716065.0
-4.15	718065.0
-3.886000000000001	720065.0
-3.856666666666669	722065.0
-3.2406666666666677	724065.0
-2.8886666666666674	726065.0
-2.4193333333333342	728065.0
-2.4193333333333342	730065.0
-2.0086666666666666	732065.0
-2.3900000000000006	734065.0
-2.507333333333335	736065.0
-2.5660000000000007	738065.0
-2.2726666666666677	740065.0
-2.448666666666666	742065.0
-3.3580000000000023	744065.0
-3.915333333333333	746065.0
-3.680666666666667	748065.0
-3.709999999999999	750065.0
-3.3580000000000023	752065.0
-3.5633333333333326	754065.0
-3.680666666666667	756065.0
-2.7126666666666654	758065.0
-2.918000000000001	760065.0
-2.2726666666666677	762065.0
-2.7713333333333345	764065.0
-2.2726666666666677	766065.0
-2.155333333333335	768065.0
-1.9206666666666674	770065.0
-1.568666666666667	772065.0
-1.2459999999999987	774065.0
-0.8940000000000001	776065.0
-0.6593333333333327	778065.0
-0.42466666666666697	780065.0
-0.6006666666666671	782065.0
-0.629999999999999	784065.0
-1.011333333333333	786065.0
-1.0700000000000003	788065.0
-2.4193333333333342	790065.0
-2.741999999999999	792065.0
-4.1206666666666685	794065.0
-3.915333333333333	796065.0
-3.9446666666666665	798065.0
-3.9446666666666665	800065.0
-4.091333333333335	802065.0
-3.5633333333333326	804065.0
-3.504666666666667	806065.0
-3.387333333333334	808065.0
-2.859333333333332	810065.0
-3.0646666666666658	812065.0
-2.3019999999999996	814065.0
-2.1846666666666668	816065.0
-1.6566666666666663	818065.0
-1.8326666666666664	820065.0
-1.6566666666666663	822065.0
-1.7153333333333336	824065.0
-2.2726666666666677	826065.0
-1.8033333333333346	828065.0
-2.067333333333334	830065.0
-2.155333333333335	832065.0
-1.8033333333333346	834065.0
-1.4220000000000006	836065.0
-1.9206666666666674	838065.0
-2.0086666666666666	840065.0
-1.392666666666667	842065.0
-0.9819999999999993	844065.0
-0.718	846065.0
-0.8646666666666665	848065.0
-0.4833333333333343	850065.0
-0.9233333333333338	852065.0
-0.8646666666666665	854065.0
-0.36599999999999966	856065.0
-0.2486666666666668	858065.0
-0.3366666666666678	860065.0
-1.011333333333333	862065.0
-0.718	864065.0
-2.1259999999999994	866065.0
-2.8886666666666674	868065.0
-3.4459999999999997	870065.0
-3.915333333333333	872065.0
-3.9446666666666665	874065.0
-3.974	876065.0
-3.680666666666667	878065.0
-3.9446666666666665	880065.0
-3.1820000000000004	882065.0
-3.328666666666667	884065.0
-3.328666666666667	886065.0
-3.2700000000000014	888065.0
-3.0939999999999994	890065.0
-2.8886666666666674	892065.0
-3.1526666666666667	894065.0
-3.123333333333335	896065.0
-2.918000000000001	898065.0
-2.8006666666666664	900065.0
-2.448666666666666	902065.0
-2.360666666666667	904065.0
-2.3019999999999996	906065.0
-1.9206666666666674	908065.0
-1.9206666666666674	910065.0
-2.2140000000000004	912065.0
-2.0380000000000003	914065.0
-2.1259999999999994	916065.0
-3.035333333333334	918065.0
-3.4459999999999997	920065.0
-3.5633333333333326	922065.0
-3.2113333333333323	924065.0
-3.0646666666666658	926065.0
-2.7126666666666654	928065.0
-2.2433333333333323	930065.0
-2.155333333333335	932065.0
-1.8913333333333338	934065.0
-2.0086666666666666	936065.0
-1.5393333333333334	938065.0
-1.6273333333333344	940065.0
-1.0406666666666666	942065.0
-0.6886666666666663	944065.0
-0.8646666666666665	946065.0
-0.42466666666666697	948065.0
-0.30733333333333235	950065.0
0.1033333333333335	952065.0
-0.16066666666666762	954065.0
0.015333333333332533	956065.0
-1.1579999999999995	958065.0
-2.4193333333333342	960065.0
-3.1820000000000004	962065.0
-3.6513333333333335	964065.0
-2.83	966065.0
-2.5660000000000007	968065.0
-2.2140000000000004	970065.0
-1.8913333333333338	972065.0
-1.568666666666667	974065.0
-1.275333333333334	976065.0
-1.1286666666666676	978065.0
-1.2459999999999987	980065.0
-1.9206666666666674	982065.0
-2.3900000000000006	984065.0
-2.6540000000000017	986065.0
-2.5660000000000007	988065.0
-2.2726666666666677	990065.0
-2.1259999999999994	992065.0
-1.774000000000001	994065.0
-1.4806666666666661	996065.0
-1.4806666666666661	998065.0
-1.774000000000001	1000065.0
-2.3900000000000006	1002065.0
-2.7713333333333345	1004065.0
-2.5953333333333326	1006065.0
-2.5953333333333326	1008065.0
-2.3019999999999996	1010065.0
-2.3313333333333333	1012065.0
-1.9206666666666674	1014065.0
-1.1579999999999995	1016065.0
-1.304666666666666	1018065.0
-1.4513333333333343	1020065.0
-0.6886666666666663	1022065.0
-0.8940000000000001	1024065.0
-1.568666666666667	1026065.0
-1.4806666666666661	1028065.0
-1.8033333333333346	1030065.0
-2.1846666666666668	1032065.0
-3.006000000000002	1034065.0
-2.918000000000001	1036065.0
-3.5340000000000007	1038065.0
-2.918000000000001	1040065.0
-2.624666666666668	1042065.0
-3.0646666666666658	1044065.0
-2.5953333333333326	1046065.0
-2.8006666666666664	1048065.0
-2.4779999999999998	1050065.0
-2.741999999999999	1052065.0
-2.6833333333333336	1054065.0
-2.3019999999999996	1056065.0
-2.624666666666668	1058065.0
-2.1846666666666668	1060065.0
-1.774000000000001	1062065.0
-0.9526666666666674	1064065.0
-0.42466666666666697	1066065.0
0.015333333333332533	1068065.0
-0.013999999999999346	1070065.0
0.4633333333333347	1072065.0
-0.2486666666666668	1074065.0
-0.42466666666666697	1076065.0
-0.6006666666666671	1078065.0
-0.8059999999999992	1080065.0
-1.392666666666667	1082065.0
-1.0700000000000003	1084065.0
-1.6273333333333344	1086065.0
-1.686	1088065.0
-1.8033333333333346	1090065.0
-1.979333333333333	1092065.0
-1.9499999999999993	1094065.0
-2.0380000000000003	1096065.0
-2.8006666666666664	1098065.0
-2.1846666666666668	1100065.0
-2.0380000000000003	1102065.0
-1.7446666666666673	1104065.0
-1.4513333333333343	1106065.0
-0.9819999999999993	1108065.0
-1.5099999999999998	1110065.0
-1.4806666666666661	1112065.0
-2.3019999999999996	1114065.0
-2.360666666666667	1116065.0
-2.536666666666667	1118065.0
-2.2140000000000004	1120065.0
-3.328666666666667	1122065.0
-2.947333333333333	1124065.0
-3.416666666666666	1126065.0
-3.0646666666666658	1128065.0
-2.8886666666666674	1130065.0
-2.096666666666666	1132065.0
-2.5953333333333326	1134065.0
-2.6540000000000017	1136065.0
-2.0086666666666666	1138065.0
-2.0086666666666666	1140065.0
-1.862	1142065.0
-1.9206666666666674	1144065.0
-1.5393333333333334	1146065.0
-2.0086666666666666	1148065.0
-1.4220000000000006	1150065.0
-1.2166666666666668	1152065.0
-1.2459999999999987	1154065.0
-1.3339999999999996	1156065.0
-1.011333333333333	1158065.0
-0.7766666666666673	1160065.0
-0.7766666666666673	1162065.0
-0.9526666666666674	1164065.0
-0.5713333333333335	1166065.0
-0.6593333333333327	1168065.0
-0.7766666666666673	1170065.0
-1.1579999999999995	1172065.0
-1.2459999999999987	1174065.0
-1.187333333333335	1176065.0
-1.3633333333333333	1178065.0
-0.7766666666666673	1180065.0
-1.4806666666666661	1182065.0
-0.9233333333333338	1184065.0
-1.275333333333334	1186065.0
-0.9819999999999993	1188065.0
-2.096666666666666	1190065.0
-2.360666666666667	1192065.0
-2.741999999999999	1194065.0
-2.7713333333333345	1196065.0
-3.2113333333333323	1198065.0
-3.1820000000000004	1200065.0
-2.536666666666667	1202065.0
-2.947333333333333	1204065.0
-2.4193333333333342	1206065.0
-2.8886666666666674	1208065.0
-2.536666666666667	1210065.0
-2.1846666666666668	1212065.0
-2.2433333333333323	1214065.0
-1.4220000000000006	1216065.0
-1.1579999999999995	1218065.0
-1.862	1220065.0
-1.774000000000001	1222065.0
-1.187333333333335	1224065.0
-0.8646666666666665	1226065.0
-0.629999999999999	1228065.0
-0.2486666666666668	1230065.0
-0.21933333333333316	1232065.0
-0.013999999999999346	1234065.0
-0.13133333333333397	1236065.0
-0.043333333333333	1238065.0
0.015333333333332533	1240065.0
-0.3953333333333333	1242065.0
-1.5099999999999998	1244065.0
-2.2433333333333323	1246065.0
-3.006000000000002	1248065.0
-2.859333333333332	1250065.0
-2.6833333333333336	1252065.0
-2.741999999999999	1254065.0
-2.2726666666666677	1256065.0
-1.6566666666666663	1258065.0
-1.568666666666667	1260065.0
-2.155333333333335	1262065.0
-1.8326666666666664	1264065.0
-1.686	1266065.0
-1.686	1268065.0
-1.4806666666666661	1270065.0
-1.392666666666667	1272065.0
-1.4806666666666661	1274065.0
-1.099333333333334	1276065.0
-0.9819999999999993	1278065.0
-0.6593333333333327	1280065.0
-0.9233333333333338	1282065.0
-1.4806666666666661	1284065.0
-1.862	1286065.0
-2.7126666666666654	1288065.0
-2.9766666666666666	1290065.0
-2.360666666666667	1292065.0
-1.774000000000001	1294065.0
-2.536666666666667	1296065.0
