Data,url,raw,utente,links,risposte,like,quote,retweet
2017-06-28 11:04:40+00:00,https://twitter.com/SkyTG24/status/880019109827801088,"Di fronte alla seconda primavera più calda registrata in #Italia dal 1800, è più che mai attuale il tema del riscaldamento globale. https://t.co/qgnB7a9hlv",https://twitter.com/SkyTG24,,7,19,0,12
2017-06-20 14:06:52+00:00,https://twitter.com/SkyTG24/status/877165858346352641,Riscaldamento globale: a rischio la coltivazione di caffè in Etiopia https://t.co/EBuA5setaG #ambiente https://t.co/Ev6ZvVYGCB,https://twitter.com/SkyTG24,"[TextLink(text='sky.tg/yWx6zWU773', url='http://sky.tg/yWx6zWU773', tcourl='https://t.co/EBuA5setaG', indices=(69, 92))]",1,4,0,9
2017-06-20 10:38:35+00:00,https://twitter.com/SkyTG24/status/877113443190321152,"Riscaldamento globale, in aumento le morti per il troppo calore https://t.co/Q12to3x4qE #ambiente https://t.co/X3DKxkvLPX",https://twitter.com/SkyTG24,"[TextLink(text='sky.tg/wrUHgHU25t', url='http://sky.tg/wrUHgHU25t', tcourl='https://t.co/Q12to3x4qE', indices=(64, 87))]",1,9,2,13
2017-05-09 16:44:48+00:00,https://twitter.com/SkyTG24/status/861985315594002436,"Riscaldamento globale, rischi anche per possibili effetti sui batteri https://t.co/Kmel67ADfs #ambiente https://t.co/zooemwmvwZ",https://twitter.com/SkyTG24,"[TextLink(text='sky.tg/2d8x', url='http://sky.tg/2d8x', tcourl='https://t.co/Kmel67ADfs', indices=(70, 93))]",1,7,0,4
2017-03-26 07:58:07+00:00,https://twitter.com/SkyTG24/status/845907702597373952,"VIDEO: Un'ora di buio contro riscaldamento globale, iniziativa WWF https://t.co/xCIWKT265q",https://twitter.com/SkyTG24,"[TextLink(text='sky.tg/290h', url='http://sky.tg/290h', tcourl='https://t.co/xCIWKT265q', indices=(67, 90))]",3,11,0,7
2017-03-16 15:20:04+00:00,https://twitter.com/SkyTG24/status/842395046045466625,In Australia continua lo sbiancamento dei coralli a causa del riscaldamento globale 🎥 https://t.co/fNGZs1nCsU https://t.co/5NRoofdCf5,https://twitter.com/SkyTG24,"[TextLink(text='sky.tg/286f', url='http://sky.tg/286f', tcourl='https://t.co/fNGZs1nCsU', indices=(86, 109))]",1,15,0,5
2017-01-25 15:58:05+00:00,https://twitter.com/SkyTG24/status/824285218718629888,Perché il riscaldamento globale è vero anche se fa freddo https://t.co/PUSdo5T3ch #ambiente https://t.co/oNyoLNUaY2,https://twitter.com/SkyTG24,"[TextLink(text='sky.tg/23h0', url='http://sky.tg/23h0', tcourl='https://t.co/PUSdo5T3ch', indices=(58, 81))]",5,8,0,9
2016-11-04 12:21:37+00:00,https://twitter.com/SkyTG24/status/794514937175560194,Per le #NazioniUnite l’#AccordodiParigi non basterà a contenere il riscaldamento globale. Ecco perché: https://t.co/6JXpL7q5Oc https://t.co/zWJYmbu02k,https://twitter.com/SkyTG24,"[TextLink(text='sky.tg/1x5c', url='http://sky.tg/1x5c', tcourl='https://t.co/6JXpL7q5Oc', indices=(103, 126))]",2,11,2,22
2016-09-30 12:29:12+00:00,https://twitter.com/SkyTG24/status/781833272531689472,"VIDEO: Cambiamenti climatici, riscaldamento globale in aumento https://t.co/LuVgGUKM8r",https://twitter.com/SkyTG24,"[TextLink(text='sky.tg/1uqg', url='http://sky.tg/1uqg', tcourl='https://t.co/LuVgGUKM8r', indices=(63, 86))]",2,3,0,7
2016-03-15 11:02:08+00:00,https://twitter.com/SkyTG24/status/709696173888503808,"VIDEO: Usa, gli effetti del riscaldamento globale in Florida https://t.co/a08G8OBUkp",https://twitter.com/SkyTG24,"[TextLink(text='sky.tg/1jdh', url='http://sky.tg/1jdh', tcourl='https://t.co/a08G8OBUkp', indices=(61, 84))]",0,1,0,2
2016-01-16 15:30:01+00:00,https://twitter.com/SkyTG24/status/688382705038430209,"#Nicaragua, gli effetti del riscaldamento globale sulle piantagioni di caffè: https://t.co/0lQFMpvJRT",https://twitter.com/SkyTG24,"[TextLink(text='sky.tg/1ejs', url='http://sky.tg/1ejs', tcourl='https://t.co/0lQFMpvJRT', indices=(78, 101))]",0,2,0,5
2015-12-06 13:16:21+00:00,https://twitter.com/SkyTG24/status/673491165400793088,VIDEO: Gli effetti del riscaldamento globale a Shanghai https://t.co/fL943MexKB,https://twitter.com/SkyTG24,"[TextLink(text='sky.tg/1bs9', url='http://sky.tg/1bs9', tcourl='https://t.co/fL943MexKB', indices=(56, 79))]",3,6,0,3
2015-11-24 18:05:04+00:00,https://twitter.com/SkyTG24/status/669215171168964609,VIDEO: Riscaldamento globale e ritiro dei ghiacciai https://t.co/nxiSqpoz0L,https://twitter.com/SkyTG24,"[TextLink(text='sky.tg/1aze', url='http://sky.tg/1aze', tcourl='https://t.co/nxiSqpoz0L', indices=(52, 75))]",0,7,0,7
2015-10-12 17:36:06+00:00,https://twitter.com/SkyTG24/status/653625199737180160,VIDEO: Conferenza in Marocco sul riscaldamento globale http://t.co/zv21IyMomr,https://twitter.com/SkyTG24,"[TextLink(text='sky.tg/17ye', url='http://sky.tg/17ye', tcourl='http://t.co/zv21IyMomr', indices=(55, 77))]",1,2,0,2
2015-08-21 12:19:36+00:00,https://twitter.com/SkyTG24/status/634701384881844224,VIDEO: Riscaldamento globale sulla Terra http://t.co/vmLd063tCP,https://twitter.com/SkyTG24,"[TextLink(text='sky.tg/14m8', url='http://sky.tg/14m8', tcourl='http://t.co/vmLd063tCP', indices=(41, 63))]",2,6,0,8
