,Data,url,raw,utente,links,risposte,like,quote,retweet
31,2020-12-15 19:15:33+00:00,https://twitter.com/repubblica/status/1338925681141370880,Il riscaldamento globale è più veloce dell’evoluzione [di Simone Valesini] [aggiornamento delle 16:24] https://t.co/WXsoTsL4RR,https://twitter.com/repubblica,"[TextLink(text='greenandblue.it/2020/12/15/new…', url='https://www.greenandblue.it/2020/12/15/news/il_riscaldamento_globale_e_piu_veloce_dell_evoluzione-278466829/?timestamp=1608045863000', tcourl='https://t.co/WXsoTsL4RR', indices=(103, 126))]",0,4,1,2
32,2020-12-15 15:48:06+00:00,https://twitter.com/repubblica/status/1338873474807332869,Il riscaldamento globale è più veloce dell’evoluzione https://t.co/eWYzESocoZ,https://twitter.com/repubblica,"[TextLink(text='repubblica.it/green-and-blue…', url='https://www.repubblica.it/green-and-blue/2020/12/15/news/il_riscaldamento_globale_e_piu_veloce_dell_evoluzione-278466829/?rss&ref=twhr', tcourl='https://t.co/eWYzESocoZ', indices=(54, 77))]",0,4,0,4
33,2020-11-21 07:18:02+00:00,https://twitter.com/repubblica/status/1330047806598418434,"Prati e alberi contro il riscaldamento globale. In città funziona, ecco la prova https://t.co/SEtz0CoO0e",https://twitter.com/repubblica,"[TextLink(text='repubblica.it/green-and-blue…', url='https://www.repubblica.it/green-and-blue/2020/11/20/news/prati_e_alberi_contro_il_riscaldamento_globale_in_citta_funziona_ecco_la_prova-275136910/?rss&ref=twhr', tcourl='https://t.co/SEtz0CoO0e', indices=(81, 104))]",2,50,2,12
34,2020-11-21 07:16:02+00:00,https://twitter.com/repubblica/status/1330047303227502592,"Prati e alberi contro il riscaldamento globale. In città funziona, ecco la prova [aggiornamento delle 17:03] https://t.co/0B76O8yzUa",https://twitter.com/repubblica,"[TextLink(text='greenandblue.it/2020/11/20/new…', url='https://www.greenandblue.it/2020/11/20/news/prati_e_alberi_contro_il_riscaldamento_globale_in_citta_funziona_ecco_la_prova-275136910/?timestamp=1605888231000', tcourl='https://t.co/0B76O8yzUa', indices=(109, 132))]",0,17,0,0
35,2020-09-21 12:39:32+00:00,https://twitter.com/repubblica/status/1308023054287601664,"I ragazzi del clima tornano in piazza: ""Fate presto, il riscaldamento globale divide il mondo"" [di GIACOMO TALIGNANI] [aggiornamento delle 14:05] https://t.co/u6wC4uoDOy",https://twitter.com/repubblica,"[TextLink(text='repubblica.it/ambiente/2020/…', url='https://www.repubblica.it/ambiente/2020/09/21/news/i_ragazzi_del_clima_tornano_in_piazza_fate_presto_la_crisi_climatica_divide_il_mondo_-268045262/?timestamp=1600689901000', tcourl='https://t.co/u6wC4uoDOy', indices=(146, 169))]",0,10,0,1
36,2020-09-21 12:31:03+00:00,https://twitter.com/repubblica/status/1308020918342414338,"I ragazzi del clima tornano in piazza: ""Fate presto, il riscaldamento globale divide il mondo"" https://t.co/T5nzcNazwm",https://twitter.com/repubblica,"[TextLink(text='repubblica.it/ambiente/2020/…', url='https://www.repubblica.it/ambiente/2020/09/21/news/i_ragazzi_del_clima_tornano_in_piazza_fate_presto_la_crisi_climatica_divide_il_mondo_-268045262/?rss&ref=twhr', tcourl='https://t.co/T5nzcNazwm', indices=(95, 118))]",1,11,0,2
37,2020-04-27 18:59:32+00:00,https://twitter.com/repubblica/status/1254847668418834433,Uragani più lenti a causa del riscaldamento globale. E non è una buona notizia https://t.co/hyfF8cFaBM,https://twitter.com/repubblica,"[TextLink(text='repubblica.it/ambiente/2020/…', url='https://www.repubblica.it/ambiente/2020/04/27/news/uragani_piu_lenti_a_causa_del_riscaldamento_globale_e_non_e_una_buona_notizia-255015225/?rss&ref=twhr', tcourl='https://t.co/hyfF8cFaBM', indices=(79, 102))]",0,6,0,4
38,2020-04-27 18:12:03+00:00,https://twitter.com/repubblica/status/1254835716703440896,Uragani più lenti a causa del riscaldamento globale. E non è una buona notizia [di MATTEO MARINI] [aggiornamento delle 14:18] https://t.co/10zRe0S7E9,https://twitter.com/repubblica,"[TextLink(text='repubblica.it/ambiente/2020/…', url='https://www.repubblica.it/ambiente/2020/04/27/news/uragani_piu_lenti_a_causa_del_riscaldamento_globale_e_non_e_una_buona_notizia-255015225/?timestamp=1587989937000', tcourl='https://t.co/10zRe0S7E9', indices=(126, 149))]",0,4,0,1
39,2020-04-22 21:37:05+00:00,https://twitter.com/repubblica/status/1253075378295504897,"Riscaldamento globale, quanto ne sai? Metti alla prova le tue conoscenze sui cambiamenti climatici in atto https://t.co/Sbcf7nPEOe #EarthDay #EarthDay2020 #GiornataMondialedellaTerra #GiornatadellaTerra #22aprile #clima",https://twitter.com/repubblica,"[TextLink(text='trib.al/o9ZpSXP', url='https://trib.al/o9ZpSXP', tcourl='https://t.co/Sbcf7nPEOe', indices=(107, 130))]",0,11,1,4
40,2020-04-22 20:17:06+00:00,https://twitter.com/repubblica/status/1253055249482420224,"Riscaldamento globale, quanto ne sai? Metti alla prova le tue conoscenze sui cambiamenti climatici in atto https://t.co/fIyFM2tcgF #EarthDay #EarthDay2020 #GiornataMondialedellaTerra #GiornatadellaTerra #22aprile #clima",https://twitter.com/repubblica,"[TextLink(text='trib.al/Y8zeeX8', url='https://trib.al/Y8zeeX8', tcourl='https://t.co/fIyFM2tcgF', indices=(107, 130))]",2,5,0,4
41,2020-04-22 19:37:03+00:00,https://twitter.com/repubblica/status/1253045167906590720,"Riscaldamento globale, quanto ne sai? Metti alla prova le tue conoscenze sui cambiamenti climatici in atto https://t.co/UWZWVt7lKY #EarthDay #EarthDay2020 #GiornataMondialedellaTerra #GiornatadellaTerra #22aprile #clima",https://twitter.com/repubblica,"[TextLink(text='trib.al/SGg2JGw', url='https://trib.al/SGg2JGw', tcourl='https://t.co/UWZWVt7lKY', indices=(107, 130))]",2,5,0,3
42,2020-04-22 19:07:03+00:00,https://twitter.com/repubblica/status/1253037620038447104,"Riscaldamento globale, quanto ne sai? Metti alla prova le tue conoscenze sui cambiamenti climatici in atto https://t.co/w7vgndHh9w #EarthDay #EarthDay2020 #GiornataMondialedellaTerra #GiornatadellaTerra #22aprile #clima",https://twitter.com/repubblica,"[TextLink(text='trib.al/m8Vk0CX', url='https://trib.al/m8Vk0CX', tcourl='https://t.co/w7vgndHh9w', indices=(107, 130))]",0,7,1,3
43,2020-04-22 18:45:11+00:00,https://twitter.com/repubblica/status/1253032118625734657,"Riscaldamento globale, quanto ne sai? Metti alla prova le tue conoscenze sui cambiamenti climatici in atto https://t.co/h6xlb7w0hW #EarthDay #EarthDay2020 #GiornataMondialedellaTerra #GiornatadellaTerra #22aprile #clima",https://twitter.com/repubblica,"[TextLink(text='trib.al/vKQe86Z', url='https://trib.al/vKQe86Z', tcourl='https://t.co/h6xlb7w0hW', indices=(107, 130))]",1,9,1,7
44,2020-04-22 17:37:08+00:00,https://twitter.com/repubblica/status/1253014991571222528,"Riscaldamento globale, quanto ne sai? Metti alla prova le tue conoscenze sui cambiamenti climatici in atto https://t.co/8lDGLBKZRM #EarthDay #EarthDay2020 #GiornataMondialedellaTerra #GiornatadellaTerra #22aprile",https://twitter.com/repubblica,"[TextLink(text='trib.al/gIl7JKW', url='https://trib.al/gIl7JKW', tcourl='https://t.co/8lDGLBKZRM', indices=(107, 130))]",0,7,0,4
45,2020-04-22 17:18:04+00:00,https://twitter.com/repubblica/status/1253010193786507269,"Riscaldamento globale, quanto ne sai? Metti alla prova le tue conoscenze sui cambiamenti climatici in atto https://t.co/4qft473zgc #EarthDay #EarthDay2020 #GiornataMondialedellaTerra #GiornatadellaTerra #22aprile",https://twitter.com/repubblica,"[TextLink(text='trib.al/Zgw2XPU', url='https://trib.al/Zgw2XPU', tcourl='https://t.co/4qft473zgc', indices=(107, 130))]",1,8,0,1
46,2020-04-22 16:27:07+00:00,https://twitter.com/repubblica/status/1252997370125660165,"Riscaldamento globale, quanto ne sai? Metti alla prova le tue conoscenze sui cambiamenti climatici in atto https://t.co/JR19faROMI #EarthDay #EarthDay2020 #GiornataMondialedellaTerra #GiornatadellaTerra #22aprile",https://twitter.com/repubblica,"[TextLink(text='trib.al/jsT1xG4', url='https://trib.al/jsT1xG4', tcourl='https://t.co/JR19faROMI', indices=(107, 130))]",1,7,0,4
47,2020-04-07 11:00:02+00:00,https://twitter.com/repubblica/status/1247479238942310402,"Clima, così il moscerino alpino resiste al riscaldamento globale https://t.co/LgtRXt232u",https://twitter.com/repubblica,"[TextLink(text='repubblica.it/ambiente/2020/…', url='https://www.repubblica.it/ambiente/2020/04/06/news/clima_cosi_il_moscerino_alpino_resiste_al_riscaldamento_globale-253317012/?rss&ref=twhr', tcourl='https://t.co/LgtRXt232u', indices=(65, 88))]",1,3,0,0
48,2020-02-13 07:23:33+00:00,https://twitter.com/repubblica/status/1227855814171357184,Riscaldamento globale: curare gli oceani per salvare il Pianeta https://t.co/1XLiQHDK25 #effettoterra #perpetualplanet,https://twitter.com/repubblica,"[TextLink(text='larep.it/3bBiOiX', url='https://larep.it/3bBiOiX', tcourl='https://t.co/1XLiQHDK25', indices=(64, 87))]",1,14,0,8
49,2019-12-31 14:44:33+00:00,https://twitter.com/repubblica/status/1212021730014687237,"Merkel, saluto ambientalista: ""Il riscaldamento globale minaccia vera, ed è colpa nostra"" [aggiornamento delle 13:40] https://t.co/LCM17idsLJ",https://twitter.com/repubblica,"[TextLink(text='larep.it/2SIgyjg', url='https://larep.it/2SIgyjg', tcourl='https://t.co/LCM17idsLJ', indices=(118, 141))]",2,13,0,6
50,2019-11-27 15:56:33+00:00,https://twitter.com/repubblica/status/1199718664183767040,"Clima, il tempo sta scadendo. Su Scienze la conferenza di Madrid sul riscaldamento globale [aggiornamento delle 15:23] https://t.co/xJcpJGn6Wh",https://twitter.com/repubblica,"[TextLink(text='larep.it/2DnnSYs', url='https://larep.it/2DnnSYs', tcourl='https://t.co/xJcpJGn6Wh', indices=(119, 142))]",0,10,0,5
51,2019-11-27 09:17:04+00:00,https://twitter.com/repubblica/status/1199618128600166400,"Clima, il tempo sta scadendo. Su Scienze la conferenza di Madrid sul riscaldamento globale https://t.co/UMWWPhXC5g",https://twitter.com/repubblica,"[TextLink(text='larep.it/33i80Ba', url='https://larep.it/33i80Ba', tcourl='https://t.co/UMWWPhXC5g', indices=(91, 114))]",1,1,0,0
52,2019-11-27 08:31:33+00:00,https://twitter.com/repubblica/status/1199606673507094529,"Clima, il tempo sta scadendo. Su Scienze la conferenza di Madrid sul riscaldamento globale [aggiornamento delle 21:31] https://t.co/3dWrrV0Gxg",https://twitter.com/repubblica,"[TextLink(text='larep.it/2DjA3W6', url='https://larep.it/2DjA3W6', tcourl='https://t.co/3dWrrV0Gxg', indices=(119, 142))]",1,8,0,4
53,2019-11-09 07:08:05+00:00,https://twitter.com/repubblica/status/1193062687657168897,"Oggi su Rep: 👇🗞 Riscaldamento globale, quei peli nell’uovo contro l’ambiente [di STEFANO MANCUSO] https://t.co/seXuw3RXEw",https://twitter.com/repubblica,"[TextLink(text='larep.it/2NSnS7P', url='https://larep.it/2NSnS7P', tcourl='https://t.co/seXuw3RXEw', indices=(98, 121))]",1,4,2,0
54,2019-11-09 04:03:32+00:00,https://twitter.com/repubblica/status/1193016244124835841,"Riscaldamento globale, quei peli nell’uovo contro l’ambiente https://t.co/PRhy74lGDu",https://twitter.com/repubblica,"[TextLink(text='larep.it/2WVlzVs', url='https://larep.it/2WVlzVs', tcourl='https://t.co/PRhy74lGDu', indices=(61, 84))]",0,2,0,2
55,2019-08-08 09:10:10+00:00,https://twitter.com/repubblica/status/1159391340544704512,"Clima, tonno e merluzzo contaminati: mercurio in aumento a causa del riscaldamento globale [news aggiornata alle 11:06] https://t.co/sC6tsWobcD",https://twitter.com/repubblica,"[TextLink(text='larep.it/2GVw7x2', url='https://larep.it/2GVw7x2', tcourl='https://t.co/sC6tsWobcD', indices=(120, 143))]",1,9,0,9
56,2019-08-08 09:06:14+00:00,https://twitter.com/repubblica/status/1159390348654723072,"Clima, tonno e merluzzo contaminati: mercurio in aumento a causa del riscaldamento globale https://t.co/cPxiDeno1a",https://twitter.com/repubblica,"[TextLink(text='larep.it/2YUlAZ6', url='https://larep.it/2YUlAZ6', tcourl='https://t.co/cPxiDeno1a', indices=(91, 114))]",0,5,0,8
57,2019-07-30 14:51:11+00:00,https://twitter.com/repubblica/status/1156215670603841537,"Luca Parmitano dalla Iss: ""Dalle stelle si vede il riscaldamento globale, nostro nemico numero 1"" [news aggiornata alle 16:04] https://t.co/X4btLSwTDM",https://twitter.com/repubblica,"[TextLink(text='larep.it/314Tdcc', url='https://larep.it/314Tdcc', tcourl='https://t.co/X4btLSwTDM', indices=(127, 150))]",1,38,1,12
58,2019-07-29 15:14:08+00:00,https://twitter.com/repubblica/status/1155859058261254146,"Parmitano dalla Iss: ""Dalle stelle si vede il riscaldamento globale, nostro nemico numero 1"" [news aggiornata alle 16:29] https://t.co/uzfAsucdUg",https://twitter.com/repubblica,"[TextLink(text='larep.it/310JPGC', url='https://larep.it/310JPGC', tcourl='https://t.co/uzfAsucdUg', indices=(122, 145))]",0,31,2,9
59,2019-07-20 07:35:11+00:00,https://twitter.com/repubblica/status/1152482065050243072,"Oggi su Rep: 👇🗞 Adamello, il gigante in agonia: ""Il ghiacciaio si scioglie, colpa del riscaldamento globale"" https://t.co/4A0AsOg4Hp",https://twitter.com/repubblica,"[TextLink(text='larep.it/2XRigTa', url='https://larep.it/2XRigTa', tcourl='https://t.co/4A0AsOg4Hp', indices=(109, 132))]",0,4,0,4
60,2019-05-02 10:38:03+00:00,https://twitter.com/repubblica/status/1123899447027675136,"Oceani, venti più veloci e onde più alte: ""Colpa del riscaldamento globale"" https://t.co/Qt877Y3oKb",https://twitter.com/repubblica,"[TextLink(text='larep.it/2VADcMf', url='https://larep.it/2VADcMf', tcourl='https://t.co/Qt877Y3oKb', indices=(76, 99))]",0,7,0,5
61,2019-05-02 10:37:33+00:00,https://twitter.com/repubblica/status/1123899321525637125,"Oceani, venti più veloci e onde più alte: ""Colpa del riscaldamento globale"" [news aggiornata alle 20:19] https://t.co/6LcCTlNXEY",https://twitter.com/repubblica,"[TextLink(text='larep.it/2Lh2VFt', url='https://larep.it/2Lh2VFt', tcourl='https://t.co/6LcCTlNXEY', indices=(105, 128))]",0,2,0,1
62,2019-02-01 16:27:34+00:00,https://twitter.com/repubblica/status/1091372497843367936,"Sciopero del clima, tutti con Greta per protestare contro il riscaldamento globale [news aggiornata alle 15:15] https://t.co/W0UxHOSO84",https://twitter.com/repubblica,"[TextLink(text='larep.it/2HMgyKW', url='https://larep.it/2HMgyKW', tcourl='https://t.co/W0UxHOSO84', indices=(112, 135))]",2,12,0,3
63,2019-02-01 12:07:33+00:00,https://twitter.com/repubblica/status/1091307062523392001,"Sciopero del clima, tutti con Greta per protestare contro il riscaldamento globale [news aggiornata alle 09:59] https://t.co/CElfobsznq",https://twitter.com/repubblica,"[TextLink(text='larep.it/2t8uzJ3', url='https://larep.it/2t8uzJ3', tcourl='https://t.co/CElfobsznq', indices=(112, 135))]",2,7,0,3
64,2018-12-03 12:42:06+00:00,https://twitter.com/repubblica/status/1069572482133241858,"Cop24, riscaldamento globale la sfida dei leader. Ma per Guterres ""il mondo è fuori rotta"" [news aggiornata alle 12:25] https://t.co/LOROqAKWrJ",https://twitter.com/repubblica,"[TextLink(text='larep.it/2DZPZyF', url='https://larep.it/2DZPZyF', tcourl='https://t.co/LOROqAKWrJ', indices=(120, 143))]",2,3,0,2
65,2018-09-02 08:42:06+00:00,https://twitter.com/repubblica/status/1036172400369385472,"Greta, 15 anni, come il ministro francese: ""Niente scuola: sciopero contro il riscaldamento globale"" [news aggiornata alle 19:12] https://t.co/JB4zRhtPUH",https://twitter.com/repubblica,"[TextLink(text='larep.it/2NFhHma', url='https://larep.it/2NFhHma', tcourl='https://t.co/JB4zRhtPUH', indices=(130, 153))]",5,42,3,13
66,2018-06-27 06:58:46+00:00,https://twitter.com/repubblica/status/1011866411029786624,"Oggi su @repubblica🗞 La guerra al riscaldamento globale: stacca la spina, salverai il mondo https://t.co/tgKPJCkknS (e su Rep:👇)",https://twitter.com/repubblica,"[TextLink(text='larep.it/2twucsh', url='https://larep.it/2twucsh', tcourl='https://t.co/tgKPJCkknS', indices=(92, 115))]",0,9,0,7
67,2018-05-20 04:23:04+00:00,https://twitter.com/repubblica/status/998056487472709633,Rischiamo di vedere sempre meno rondini: uccelli migratori minacciati dal riscaldamento globale [news aggiornata alle 15:42] https://t.co/puGg1ieO6S,https://twitter.com/repubblica,"[TextLink(text='larep.it/2KFsjj8', url='https://larep.it/2KFsjj8', tcourl='https://t.co/puGg1ieO6S', indices=(125, 148))]",5,75,2,53
68,2018-05-04 09:18:07+00:00,https://twitter.com/repubblica/status/992332532975783936,"Artico, la sfida dell'ong: Trump scolpito nel ghiaccio per dimostrare che il riscaldamento globale esiste [news aggiornata alle 19:03] https://t.co/iRhlvy9BP2",https://twitter.com/repubblica,"[TextLink(text='larep.it/2I9c9kr', url='https://larep.it/2I9c9kr', tcourl='https://t.co/iRhlvy9BP2', indices=(135, 158))]",1,27,1,14
69,2017-12-29 17:03:06+00:00,https://twitter.com/repubblica/status/946788681326632960,"""Agli Usa farà bene un po' di riscaldamento globale'', ironia di Trump sul clima https://t.co/YjtLemILlH",https://twitter.com/repubblica,"[TextLink(text='larep.it/2DxuDVw', url='http://larep.it/2DxuDVw', tcourl='https://t.co/YjtLemILlH', indices=(81, 104))]",3,3,2,3
70,2017-12-29 16:37:12+00:00,https://twitter.com/repubblica/status/946782163101351937,"""Agli Usa farà bene un po' di riscaldamento globale'', ironia di Trump sul clima https://t.co/Mrton7LuDr",https://twitter.com/repubblica,"[TextLink(text='larep.it/2DxA9HT', url='http://larep.it/2DxA9HT', tcourl='https://t.co/Mrton7LuDr', indices=(81, 104))]",8,4,4,6
71,2017-12-29 15:47:06+00:00,https://twitter.com/repubblica/status/946769553303814144,"""Agli Usa farà bene un po' di riscaldamento globale'', ironia di Trump sul clima https://t.co/7dqHLBg6NU",https://twitter.com/repubblica,"[TextLink(text='larep.it/2Cnp0tI', url='http://larep.it/2Cnp0tI', tcourl='https://t.co/7dqHLBg6NU', indices=(81, 104))]",6,1,3,3
72,2017-12-29 13:58:10+00:00,https://twitter.com/repubblica/status/946742139509137408,"""Agli Usa farà bene un po' di riscaldamento globale'', ironia di Trump sul clima https://t.co/rNOdX39Zc7",https://twitter.com/repubblica,"[TextLink(text='larep.it/2Dv3suz', url='http://larep.it/2Dv3suz', tcourl='https://t.co/rNOdX39Zc7', indices=(81, 104))]",1,3,1,3
73,2017-12-29 13:24:17+00:00,https://twitter.com/repubblica/status/946733614217142272,"""Agli Usa farà bene un po' di riscaldamento globale'', ironia di Trump sul clima https://t.co/eZXYxf74qb",https://twitter.com/repubblica,"[TextLink(text='larep.it/2DvWplj', url='http://larep.it/2DvWplj', tcourl='https://t.co/eZXYxf74qb', indices=(81, 104))]",31,9,9,4
74,2017-12-29 12:31:08+00:00,https://twitter.com/repubblica/status/946720238858407936,"""Agli Usa farà bene un po' di riscaldamento globale'', ironia di Trump sul clima https://t.co/jvbgDwRoHH",https://twitter.com/repubblica,"[TextLink(text='larep.it/2DuVuSd', url='http://larep.it/2DuVuSd', tcourl='https://t.co/jvbgDwRoHH', indices=(81, 104))]",6,6,7,2
75,2017-12-29 11:56:09+00:00,https://twitter.com/repubblica/status/946711434083287041,"""Agli Usa farà bene un po' di riscaldamento globale'', ironia di Trump sul clima https://t.co/WgLigNlYQK",https://twitter.com/repubblica,"[TextLink(text='larep.it/2CmXuNg', url='http://larep.it/2CmXuNg', tcourl='https://t.co/WgLigNlYQK', indices=(81, 104))]",3,1,2,1
76,2017-12-29 11:38:07+00:00,https://twitter.com/repubblica/status/946706895695257600,"""Agli Usa farà bene un po' di riscaldamento globale'', ironia di Trump sul clima https://t.co/0jBrVvdi1j",https://twitter.com/repubblica,"[TextLink(text='larep.it/2DsLadm', url='http://larep.it/2DsLadm', tcourl='https://t.co/0jBrVvdi1j', indices=(81, 104))]",8,6,3,6
77,2017-12-29 11:20:08+00:00,https://twitter.com/repubblica/status/946702369399586816,"""Agli Usa farà bene un po' di riscaldamento globale'', ironia di Trump sul clima https://t.co/obC4QIj0PA",https://twitter.com/repubblica,"[TextLink(text='larep.it/2Dwtldz', url='http://larep.it/2Dwtldz', tcourl='https://t.co/obC4QIj0PA', indices=(81, 104))]",12,8,3,10
78,2017-12-29 11:14:05+00:00,https://twitter.com/repubblica/status/946700845843755008,"""Agli Usa farà bene un po' di riscaldamento globale'', ironia di Trump sul clima https://t.co/z1YefpwCJe",https://twitter.com/repubblica,"[TextLink(text='larep.it/2DtURZa', url='http://larep.it/2DtURZa', tcourl='https://t.co/z1YefpwCJe', indices=(81, 104))]",10,10,10,13
79,2017-09-04 08:06:09+00:00,https://twitter.com/repubblica/status/904616561989771264,"Riscaldamento globale, i laghi a rischio https://t.co/uWpGIKdxN3",https://twitter.com/repubblica,"[TextLink(text='larep.it/2vy8p6D', url='http://larep.it/2vy8p6D', tcourl='https://t.co/uWpGIKdxN3', indices=(41, 64))]",0,5,0,3
80,2017-09-01 17:47:21+00:00,https://twitter.com/repubblica/status/903675659431493632,"Riscaldamento globale, i laghi a rischio https://t.co/uWpGIKdxN3",https://twitter.com/repubblica,"[TextLink(text='larep.it/2vy8p6D', url='http://larep.it/2vy8p6D', tcourl='https://t.co/uWpGIKdxN3', indices=(41, 64))]",2,12,1,17
81,2017-08-25 12:25:44+00:00,https://twitter.com/repubblica/status/901058007118733317,Studio: il riscaldamento globale altera il regime delle alluvioni in Europa https://t.co/qbZPdxneEB,https://twitter.com/repubblica,"[TextLink(text='larep.it/2gbYzAc', url='http://larep.it/2gbYzAc', tcourl='https://t.co/qbZPdxneEB', indices=(76, 99))]",0,5,0,4
82,2017-07-01 11:29:13+00:00,https://twitter.com/repubblica/status/881112451776864257,"""Così il riscaldamento globale impoverirà gli Stati Uniti"" https://t.co/a80KssHnNC",https://twitter.com/repubblica,"[TextLink(text='larep.it/2scbvr0', url='http://larep.it/2scbvr0', tcourl='https://t.co/a80KssHnNC', indices=(59, 82))]",2,1,0,2
83,2017-06-30 08:06:14+00:00,https://twitter.com/repubblica/status/880698980270841856,"""Così il riscaldamento globale impoverirà gli Stati Uniti"" https://t.co/h3DNChN8WG",https://twitter.com/repubblica,"[TextLink(text='larep.it/2tqY9el', url='http://larep.it/2tqY9el', tcourl='https://t.co/h3DNChN8WG', indices=(59, 82))]",1,7,3,10
84,2017-06-30 07:02:08+00:00,https://twitter.com/repubblica/status/880682851741597697,"""Così il riscaldamento globale impoverirà gli Stati Uniti"" https://t.co/NQRzeLZ94p",https://twitter.com/repubblica,"[TextLink(text='larep.it/2tqDebv', url='http://larep.it/2tqDebv', tcourl='https://t.co/NQRzeLZ94p', indices=(59, 82))]",1,17,1,12
85,2017-06-30 01:50:08+00:00,https://twitter.com/repubblica/status/880604331048697856,"""Così il riscaldamento globale impoverirà gli Stati Uniti"" https://t.co/NQRzeLHxFP",https://twitter.com/repubblica,"[TextLink(text='larep.it/2tqDebv', url='http://larep.it/2tqDebv', tcourl='https://t.co/NQRzeLHxFP', indices=(59, 82))]",0,3,0,5
86,2017-06-30 01:43:06+00:00,https://twitter.com/repubblica/status/880602563044794369,"""Così il riscaldamento globale impoverirà gli Stati Uniti"" https://t.co/mi31ylLbUN",https://twitter.com/repubblica,"[TextLink(text='larep.it/2tqprSl', url='http://larep.it/2tqprSl', tcourl='https://t.co/mi31ylLbUN', indices=(59, 82))]",0,15,3,23
87,2017-05-04 02:26:12+00:00,https://twitter.com/repubblica/status/859957302379520000,"Oceani, in aumento le alghe tossiche a causa del riscaldamento globale https://t.co/1YksXcTWm9",https://twitter.com/repubblica,"[TextLink(text='larep.it/2qGKJWO', url='http://larep.it/2qGKJWO', tcourl='https://t.co/1YksXcTWm9', indices=(71, 94))]",0,3,0,10
88,2017-01-30 12:00:49+00:00,https://twitter.com/repubblica/status/826037447213461506,"Dai Pirenei al Polo Nord con i cani da slitta, per raccontare il riscaldamento globale https://t.co/FE4NWBiMCH",https://twitter.com/repubblica,"[TextLink(text='larep.it/2jJGAjS', url='http://larep.it/2jJGAjS', tcourl='https://t.co/FE4NWBiMCH', indices=(87, 110))]",0,8,0,4
89,2017-01-30 11:57:25+00:00,https://twitter.com/repubblica/status/826036593500696578,"Dai Pirenei al Polo Nord con i cani da slitta, per raccontare il riscaldamento globale https://t.co/8y2wMcXxUQ",https://twitter.com/repubblica,"[TextLink(text='larep.it/2jJJYeV', url='http://larep.it/2jJJYeV', tcourl='https://t.co/8y2wMcXxUQ', indices=(87, 110))]",0,2,0,1
90,2016-12-12 09:22:47+00:00,https://twitter.com/repubblica/status/808240671253413889,Riscaldamento globale: il permafrost si scioglie e libera gas serra https://t.co/ZQb43FcaqV,https://twitter.com/repubblica,"[TextLink(text='larep.it/2gCKaLj', url='http://larep.it/2gCKaLj', tcourl='https://t.co/ZQb43FcaqV', indices=(68, 91))]",3,11,0,15
91,2016-12-03 07:30:08+00:00,https://twitter.com/repubblica/status/804950834488307712,"Riscaldamento globale, da Parigi a Città del Messico: ''Via il diesel dal 2025'' https://t.co/UPrmVFIEpF",https://twitter.com/repubblica,"[TextLink(text='larep.it/2gLnzud', url='http://larep.it/2gLnzud', tcourl='https://t.co/UPrmVFIEpF', indices=(81, 104))]",1,18,3,19
